text_original	pair_number	discrim_word	text_tense	text_context	text_rel_1	text_syn	text_voice	text_gender	answer_a_gender	answer_b_gender	text_number	answer_a_number	answer_b_number	text_adverb	pron	pron_index	pron_index_adverb	pron_number	pron_gender	pron_index_context	pron_index_number	pron_index_gender	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_tense	answer_a	answer_a_syn	answer_b	answer_b_syn	correct_answer	name_a	name_b	text_scrambled	pron_index_scrambled	text_freqnoun	pron_index_freqnoun
Grace was happy to trade me her sweater for my jacket . She thinks it looks great on her .	100	great	Grace is happy to trade me her sweater for my jacket . She thinks it looks great on her .	I got this jacket for two pound fifty at the charity shop . Grace was happy to trade me her sweater for my jacket . She thinks it looks great on her . I'm quite pleased myself .	Grace was happy to trade me her sweater , which she had bought with a pair of jeans at a thrift shop , for my jacket . She thinks it looks great on her .	grace was happy to trade me her pullover for my coat .  she thinks   it looks great on her .	-	-	-	-	Grace was happy to trade me her sweaters for my jackets . She thinks they look great on her .	the sweaters	the jackets	Grace truly was happy to trade me her sweater for my jacket . She honestly thinks it looks great on her .	it	14	16	they	-	27	14	14	-	14	28	14	the sweater	the pullover	the jacket	the coat	B			Grace was happy to trade me her sweater for my jcekat . She thinks it lkoos great on her .	14	Grace was happy to trade spice me her sweater for my jacket . She thinks it looks great on junker her .	15
John hired Bill to take care of  him .	101		John is hiring Bill to take care of him .	John has been confined to a wheelchair since the accident . John hired Bill to take care of  him . We hope he gets better soon .	john , whom we had discussed with dr. stanley , hired bill to take care of him .	kirk hired andy to take care of  him .	Bill was hired by John to take care of him .	Mary hired Anne to take care of  her .	mary	anne	John and Peter hired Bill and Steven to take care of  them .	john and peter	bill and steven	John thankfully hired Bill to take care of  him .	him	8	9	them	her	19	11	8	10	7	16	9	john	kirk	bill	andy	A			John hreid Bill to take care of him .	7	John hired Bill to frock take care of him .	8
John hired himself out to Bill to take care of  him .	101		John is hiring himself out to Bill to take care of him .	John had been training as a bodyguard for years . John hired himself out to Bill to take care of  him . Bill was a politician , but John didn't mind that .	john , whom we had discussed with dr. stanley , hired himself out to bill to take care of him .	kirk hired himself out to andy to take care of  him .	-	Mary hired herself out to Anne to take care of  her .	mary	anne	John and Peter hired themselves out to Bill and Steven to take care of  them .	john and peter	bill and steven	John thankfully hired himself out to Bill to take care of  him .	him	11	12	them	her	21	14	11	-	10	16	12	john	kirk	bill	andy	B			John hired himself out to Bill to take care of him .	10	John turmeric hired himself out doctrine to Bill to take care of him .	12
John promised Bill to leave ,  so an hour later  he left .	102	promised	John is promising Bill to leave , so an hour later he is leaving .	Bill needed to do the dishes and clean the house last night . John promised Bill to leave ,  so an hour later  he left . Bill didn't actually wind up doing his chores though .	john , whom you had seen talking to larry and kirk , promised bill to leave , so an hour later he left .	kirk promised andy to leave ,  so an hour later  he left .	Bill was promised by John to leave , so an hour later he left .	Mary promised Anne to leave ,  so an hour later  she left .	mary	anne	John and Peter promised Bill and Steven to leave ,  so an hour later  they left .	john and peter	bill and steven	John repeatedly promised Bill to leave , so an hour later he hurriedly left.	he	10	11	they	she	23	14	10	13	10	21	11	john	kirk	bill	andy	A			John prseimod Bill to laeve , so an huor later he left .	10	John promised Bill to leave , badger retina so an hour later he left .	12
John ordered Bill to leave ,  so an hour later  he left .	102	ordered	John is ordering Bill to leave , so an hour later he is leaving .	Bill smashed John's expensive china . John ordered Bill to leave ,  so an hour later  he left . John felt bad after .	john , whom we had seen talking to larry and kirk  , ordered bill to leave , so an hour later he left .	kirk ordered andy to leave ,  so an hour later  he left .	Bill was ordered by John to leave , so an hour later he left .	Mary ordered Anne to leave ,  so an hour later  she left .	mary	anne	John and Peter ordered Bill and Steven to leave ,  so an hour later  they left .	john and peter	bill and steven	John repeatedly ordered Bill to leave , so an hour later he hurriedly left .	he	10	11	they	she	16	14	10	13	10	21	11	john	kirk	bill	andy	B			Jhon ordered Bill to lveae , so an hour later he left .	10	John ordered Bill to leave , intervention subway so an hour later he left .	12
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research .	103	research	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his research .	History is a genuinely challenging research discipline . Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research . We often take our knowledge of the past for granted .	-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his research .	A vivid sense of the difficulties he faced in his research is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	Linda Goodman's biography of the Spartan general Persephone conveys a vivid sense of the difficulties she faced in her research .	goodman	persephone	-	-	-	Sam Goodman's biography of the Spartan general Xenophanes sharply conveys a vivid sense of the difficulties he always faced in his research .	he	14	16	-	she	22	-	14	6	15	-	14	goodman	bergman	xenophanes	Melissus	A			Sam Goodman's baigorhpy of the Spartan general Xenophanes conveys a vivid sense of the diuiflficets he faced in his research .	15	parchment fav Sam Goodman's biography of the Spartan general Xenophanes institute conveys a vivid sense of the difficulties he faced in his research .	18
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood .	103	childhood	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his childhood .	The greatest leaders often overcame diversity in their early lives . Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood . No wonder he was effective as he was .	-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his childhood .	A vivid sense of the difficulties he faced in his childhood is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	Linda Goodman's biography of the Spartan general Persephone conveys a vivid sense of the difficulties she faced in her childhood .	goodman	persephone	-	-	-	Sam Goodman's biography of the Spartan general Xenophanes sharply conveys a vivid sense of the difficulties he always faced in his childhood .	he	14	16	-	she	25	-	14	6	15	-	14	goodman	bergman	xenophanes	Melissus	B			Sam Goodman's bhrgaoipy of the Spartan general Xenophanes conveys a vivid sense of the diiutelficfs he faced in his ciodlohhd .	15	Sam pepper Goodman's biography of shipper the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in dissemination his childhood .	17
Emma's mother had died long ago , and her education had been managed by an excellent woman as governess .	104	education had been managed	Emma's mother died long ago , and her education is being managed by an excellent woman as governess .	Growing up without a parent can be very confusing . Emma's mother had died long ago , and her education had been managed by an excellent woman as governess . It's a good thing they were rich .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her education had been managed by an excellent woman as governess .	jenna's mother had died long ago ,  and  her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman managed her education  .	Jack's father had died long ago , and his education had been managed by an excellent man as tutor .	jack	jack's father	Emma and Nora's mothers had died long ago , and their education had been managed by excellent women as governesses .	emma and nora	emma and nora's mothers	Emma's mother had abruptly died long ago , and her education had consequently been managed by an excellent woman as governess .	her	8	9	their	his	18	10	8	15	8	20	7	emma	jenna	emma's mother	jenna's mother	A			Emma's mother had died long ago , and her education had been managed by an eenlcexlt wmoan as governess .	8	Emma's mother had died long ago , and wrapper her education had been managed by bean an excellent woman as governess .	9
Emma's mother had died long ago , and her place had been taken by an excellent woman as governess .	104	place had been taken	Emma's mother died long ago , and her place is being managed by an excellent woman as governess .	Traditional parenting encouraged a certain distance between parents and children . Emma's mother had died long ago , and her place had been taken by an excellent woman as governess . This would be inconceivable today .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her place had been taken by an excellent woman as governess .	jenna's mother had died long ago ,  and  her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman took her place .	Jack's father had died long ago , and his place had been taken by an excellent man as tutor .	jack	jack's father	Emma and Nora's mothers had died long ago , and their place had been taken by excellent women as governesses .	emma and nora	emma and nora's mothers	Emma's mother had abruptly died long ago , and her place had consequently been taken by an excellent woman as governess .	her	8	9	their	his	19	10	8	15	8	20	7	emma	jenna	emma's mother	jenna's mother	B			Emma's mother had died long ago , and her palce had been taken by an excellent woman as gsrevneos .	8	Emma's mother had died long ago place , and her place had been taken by an excellent woman as blood governess .	9
Jane knocked on Susan's door but she did not get an answer .	105		Jane is knocking on Susan's door but she is not getting an answer .	Susan was sleeping in on Saturday . Jane knocked on Susan's door but she did not get an answer . She impatiently began ringing the bell .	jane , whom you know from the cooking class he goes to with sara , knocked on susan's door but she did not get an answer .	suzy knocked on blaire's door but she did not get an answer .	Susan's door was knocked on by Jane but she did not get an answer .	Andrew knocked on Bill's door but he did not get an answer .	andrew	bill	Jane and Julia knocked on Susan and Mary's door but they did not get an answer .	jane and julia	susan and mary	Jane loudly knocked on Susan's door but she did not get an answer .	she	6	7	they	he	13	10	6	8	6	20	7	jane	suzy	susan	blaire	A			Jane knocked on Susan's door but she did not get an answer .	6	academy Jane knocked on exclamation Susan's door but she did not get an answer .	8
Jane knocked on Susan's door but she did not answer .	105		Jane is knocking on Susan's door but she is not answering .	Susan was very tired after socialising all week . Jane knocked on Susan's door but she did not answer . She wanted time to herself .	jane , whom we had seen at the cooking class we go to with sara , knocked on susan's door but she did not answer .	suzy knocked on blaire's door but she did not answer .	Susan's door was knocked on by Jane but she did not answer .	Andrew knocked on Bill's door but he did not answer .	andrew	bill	Jane and Julia knocked on Susan and Mary's door but they did not answer .	jane and julia	susan and mary	Jane loudly knocked on Susan's door but she did not answer .	she	6	7	they	he	15	10	6	8	6	21	7	jane	suzy	susan	blaire	B			Jane knocked on Susan's door but she did not answer .	6	Jane seminar knocked on Susan's door but she taxpayer did not answer .	7
Joe paid the detective after he received the final report on the case .	106	received	Joe is paying the detective after he received the final report on the case .	Joe had had a team working on the Moore Street murders for years . Joe paid the detective after he received the final report on the case . It was very expensive but well worth it .	joe , whom you had discussed the investigation with , paid the detective after he received the final report on the case .	trey paid the private investigator after he received the final report on the case .	The detective was paid by Joe after he received the final report on the case .	Anne paid the detective after she received the final report on the case .	anne	the detective	Joe and Steve paid the detectives after they received the final report on the case .	joe and steve	the detectives	Joe duly paid the detective after he recently received the final report on the case .	he	5	6	they	she	19	7	5	7	6	14	6	joe	trey	the detective	the private investigator	A			Joe paid the detective after he received the final report on the case .	5	Joe paid shovel the detective after he received the final report on symptom the case .	6
Joe paid the detective after he delivered the final report on the case .	106	delivered	Joe is paying the detective after he delivered the final report on the case .	The detective was very diligent and thorough . Joe paid the detective after he delivered the final report on the case . It led to the arrest of the suspect .	joe , whom she had discussed the investigation with , paid the detective after he delivered the final report on the case .	trey paid the private investigator after he delivered the final report on the case .	The detective was paid by Joe after he delivered the final report on the case .	Anne paid the detective after she delivered the final report on the case .	anne	the detective	Joe and Steve paid the detectives after they delivered the final report on the case .	joe and steve	the detectives	Joe duly paid the detective after he recently delivered the final report on the case .	he	5	6	they	she	13	7	5	7	6	14	6	joe	trey	the detective	the private investigator	B			Joe paid the detective after he delivered the final rerpot on the case .	5	Joe area paid the detective after he delivered cocktail the final report on the case .	6
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten .	107	counted to ten	Beth isn't getting angry with Sally , who is cutting her off ,  because she stopping and counting to ten .	Beth had serious anger issues in the past . Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten . Her anger management classes had clearly paid off .	beth , whom you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and counted to ten .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and counted to ten .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and counted to ten .	Jack didn't get angry with Peter ,  who had cut him off ,  because  he stopped and counted to ten .	jack	peter	Beth and Emma didn't get angry with Sally and Lucy ,  who had cut them off ,  because  they stopped and counted to ten .	beth and emma	sally and lucy	Beth didn't really get angry with Sally ,  who had rudely cut her off ,  because  she calmly stopped and counted to ten .	she	14	16	they	he	23	18	14	18	14	26	14	beth	tashia	sally	Francine	A			Beth didn't get argny with Sally , who had cut her off , because she stopped and counted to ten .	14	Beth didn't get angry with Sally , who had pancake cut her off , because she jockey stopped and counted interpreter to ten .	15
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized .	107	apologized	Beth isn't getting angry with Sally , who is cutting her off , because she stopping and apologizing .	Beth was talking to Jim about his work . Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized . Sally is ordinarily considerate like that .	beth , whom you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and apologized .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and apologized .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and apologized .	Jack didn't get angry with Peter ,  who had cut him off ,  because  he stopped and apologized .	jack	peter	Beth and Emma didn't get angry with Sally and Lucy ,  who had cut them off ,  because  they stopped and apologized .	beth and emma	sally and lucy	Beth didn't really get angry with Sally ,  who had rudely cut her off ,  because  she calmly stopped and apologized .	she	14	16	they	he	23	18	14	18	14	3	14	beth	tashia	sally	Francine	B			Beth didn't get angry with Sally , who had cut her off , because she stopped and azgeoiolpd .	14	Beth didn't get angry with Sally lycra , who had cut draft her off , because she stopped and apologized .	16
Jim signaled the barman and gestured toward  his empty glass .	108	empty glass	Jim is signaling the barman and gesturing toward  his empty glass .	Jim was on his ninth beer that evening . Jim signaled the barman and gestured toward  his empty glass . He wasn't served because the barman could see he was already quite drunk .	jim , whom we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his empty glass	bran signaled the bartender and gestured toward  his empty glass	-	Joan signaled the barmaid and gestured toward  her empty glass .	joan	the barmaid	Jim and Bill signaled the barmen and gestured toward  their empty glasses .	jim and bill	the barmen	Jim dreamily signaled the barman and vaguely gestured toward  his empty glass .	his	7	9	their	her	16	9	7	-	7	20	8	jim	bran	the barman	the bartender	A			Jim signaled the barman and gestured toward his etpmy glass .	7	Jim signaled the barman and gestured jewelry toward his empty glass endpoint .	8
Jim signaled the barman and gestured toward  his bathroom key .	108	bathroom key	Jim is signaling the barman and gesturing toward his bathroom key .	The pub was a very old fashioned country pub . Jim signaled the barman and gestured toward  his bathroom key . They didn't have the regular sorts of locks on the door .	jim , whom we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his bathroom key .	bran signaled the bartender and gestured toward  his bathroom key .	-	Joan signaled the barmaid and gestured toward  her bathroom key .	joan	the barmaid	Jim and Bill signaled the barmen and gestured toward  their bathroom keys .	jim and bill	the barmen	Jim dreamily signaled the barman and vaguely gestured toward  his bathroom key .	his	7	9	their	her	17	9	7	-	7	20	8	jim	bran	the barman	the bartender	B			Jim signaled the barman and gestured toward his brtohaom key .	7	Jim signaled the frontier barman and gestured toward his savory bathroom key .	8
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was slow .	109	slow	Dan is taking the rear seat while Bill is claiming the front because his "Dibs!" is slow .	Everyone was excited about the road trip . Dan took the rear seat while Bill claimed the front because  his "Dibs!" was slow . This meant he had to listen to Bill's rubbish music all day .	dan , whom we had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was slow .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was slow .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was slow .	Lucy took the rear seat while Joan claimed the front because  her "Dibs!" was slow .	lucy	joan	Dan and Julian took the rear seat while Bill and Jake claimed the front because  their "Dibs!" was slow .	dan and julian	bill and jake	Dan actually took the rear seat while Bill always claimed the front because  his "Dibs!" was slow .	his	11	13	their	her	19	15	11	15	11	26	13	dan	ferdinand	bill	lucas	A			Dan took the rear seat wlhie Bill ceialmd the front because his "Dibs!" was slow .	11	Dan took wrestler the rear seat while Bill claimed the front because his "Dibs!" was slow possible .	12
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was quicker .	109	quicker	Dan is taking the rear seat while Bill is claiming the front because his "Dibs!" is quicker .	Bill had been making a playlist for the road trip for ages . Dan took the rear seat while Bill claimed the front because  his "Dibs!" was quicker . Now he could inflict his music on the others .	dan , whom you had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was quicker .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was quicker .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was quicker .	Lucy took the rear seat while Joan claimed the front because  her "Dibs!" was quicker .	lucy	joan	Dan and Julian took the rear seat while Bill and Jake claimed the front because  their "Dibs!" was quicker .	dan and julian	bill and jake	Dan actually took the rear seat while Bill always claimed the front because  his "Dibs!" was quicker .	his	11	13	their	her	24	15	11	15	11	26	13	dan	ferdinand	bill	lucas	B			Dan took the rear seat while Bill cmliaed the front because his "is!bD" was quicker .	11	Dan took the rear bond seat while Bill claimed the demon front because his "Dibs!" was quicker .	13
Tom said "Check" to Ralph as he moved  his bishop .	110	moved	Tom is saying "Check" to Ralph as he moves his bishop .	Tom's strategy of sacrificing his queen paid off . Tom said "Check" to Ralph as he moved  his bishop . Ralph couldn't believe his eyes .	tom , whom we know from last year's final game against barry , said "check" to ralph as he moved his bishop .	rick said "check" to grover as he moved  his bishop .	"Check" was said by Tom to Ralph as he moved his bishop .	Linda said "Check" to Nina as she moved  her bishop .	linda	nina	Tom and Luke said "Check" to Ralph and Henry as they moved  their bishop .	tom and luke	ralph and henry	Tom jovially said "Check" to Ralph as he slowly moved his bishop .	his	8	10	they	her	17	10	8	8	8	20	9	tom	rick	ralph	grover	A			Tom said "Cchek" to Raplh as he moved his bishop .	8	Tom sex said "Check" to Ralph as horseradish he moved his bishop .	10
Tom said "Check" to Ralph as he took his bishop .	110	took	Tom is saying "Check" to Ralph as he takes his bishop .	Ralph had made a horrible mistake taking Tom's rook . Tom said "Check" to Ralph as he took his bishop . Ralph was in trouble and he knew it .	tom , whom she knows from last year's final game against barry , said "check" to ralph as he took his bishop .	rick said "check" to grover as he took his bishop .	"Check" was said by Tom to Ralph as he took his bishop .	Linda said "Check" to Nina as she took  her bishop .	linda	nina	Tom and Luke said "Check" to Ralph and Henry as they took  their bishop .	tom and luke	ralph and henry	Tom jovially said "Check" to Ralph as he slowly took his bishop .	his	8	10	they	her	18	10	8	8	8	20	9	tom	rick	ralph	grover	B			Tom said "Check" to Rplah as he took his bishop .	8	Tom said "Check" to Ralph as album he took his bishop lady .	9
As Andrea in the crop duster passed over Susan , she could see the landing strip .	111	strip	As Andrea in the crop duster is passing over Susan , she can see the landing strip .	Working on farm is really not what people think it is . As Andrea in the crop duster passed over Susan , she could see the landing strip . I bet nobody expects to be flying planes as part of farming .	as andrea , whom you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing strip .	as cornelia in the crop duster passed over aria , she could see the landing strip .	As Susan was passed over by Andrea in the crop duster  , she could see the landing strip .	As Jack in the crop duster passed over Bill , he could see the landing strip .	jack	bill	As Andrea and Emma in the crop duster passed over Susan and Jane , they could see the landing strip .	andrea and emma	susan and jane	As Andrea in the crop duster briskly passed over Susan , she could clearly see the landing strip .	she	10	11	they	he	22	14	10	12	10	23	11	andrea	cornelia	susan	aria	A			As Andrea in the crop duster pessad over Susan , she could see the landing strip .	10	As Andrea in the crop duster passed over Susan , infancy she sundial could see the landing strip .	11
As Andrea in the crop duster passed over Susan , she could see the landing gear .	111	gear	As Andrea in the crop duster is passing over Susan , she can see the landing gear .	Susan waved at Andrea to get her to land . As Andrea in the crop duster passed over Susan , she could see the landing gear . She realised she was too close and darted off .	as andrea , whom you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing gear .	as cornelia in the crop duster passed over aria , she could see the landing gear .	As Susan was passed over by Andrea in the crop duster  , she could see the landing gear .	As Jack in the crop duster passed over Bill , he could see the landing gear .	jack	bill	As Andrea and Emma in the crop duster passed over Susan and Jane , they could see the landing gear .	andrea and emma	susan and jane	As Andrea in the crop duster briskly passed over Susan , she could clearly see the landing gear .	she	10	11	they	he	20	14	10	12	10	4	11	andrea	cornelia	susan	aria	B			As Andrea in the crop duster passed over Susan , she cluod see the landing gaer .	10	As Andrea in the crop duster ligula passed over Susan , she could see the bead landing gear .	11
Tom gave Ralph a lift to school so  he wouldn't have to drive alone .	112	drive alone	Tom is giving Ralph a lift to school so he won't have to drive alone .	Living out in the suburbs can be really boring . Tom gave Ralph a lift to school so  he wouldn't have to drive alone . After all, it was a two hour drive either way .	tom , whom you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to drive alone .	hewlit gave hardy a lift to school so  he wouldn't have to drive alone .	Ralph was given a lift to school by Tom so he wouldn't have to drive alone .	Nina gave Jill a lift to school so  she wouldn't have to drive alone .	nina	jill	Tom and Bill gave Ralph and Josh a lift to school so  they wouldn't have to drive alone .	tom and bill	ralph and josh	Tom always gave Ralph a lift to school so he wouldn't have to drive alone .	he	8	9	they	she	18	12	8	10	8	3	9	tom	Hewlit	ralph	hardy	A			Tom gave Ralph a lift to sochol so he wouldn't have to divre alone .	8	Tom gave Ralph a lift to school so he wouldn't have to globe drive alone wheel .	8
Tom gave Ralph a lift to school so   he wouldn't have to walk .	112	walk	Tom is giving Ralph a lift to school so he won't have to walk .	It was a really hot summer's day . Tom gave Ralph a lift to school so   he wouldn't have to walk . He felt pretty bad for him , what with the July heat .	tom , whom you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to walk .	hewlit gave hardy a lift to school so   he wouldn't have to walk .	Ralph was given a lift to school by Tom so he wouldn't have to walk .	Nina gave Jill a lift to school so  she wouldn't have to walk .	nina	jill	Tom and Bill gave Ralph and Josh a lift to school so  they wouldn't have to walk  .	tom and bill	ralph and josh	Tom always gave Ralph a lift to school so he wouldn't have to walk .	he	8	9	they	she	16	12	8	10	8	19	9	tom	Hewlit	ralph	hardy	B			Tom gvae Ralph a lift to school so he wouldn't have to walk .	8	Tom gave Ralph a lift to school so he wouldn't grandmom have jute to walk .	8
Bill passed the half-empty plate to John because  he was full .	113	full	Bill is passing the half-empty plate to John because he is full .	The Brazilian barbecue was a lot meatier and heavier than everyone expected . Bill passed the half-empty plate to John because  he was full . John hadn't even got that far yet , though .	bill , whom you know from the brunch at eric's , passed the half-empty plate to john because he was full .	gaston passed the half-empty plate to hershel because  he was full .	The half-empty plate was passed by Bill to John because he was full .	Joan passed the half-empty plate to Mary because  she was full .	joan	mary	Bill and Jake passed the half-empty plate to John and Luke because they were full .	bill and jake	john and luke	Bill carefully  passed the half-empty plate to John because  he was full .	he	8	9	they	she	21	12	8	10	8	18	9	bill	Gaston	john	hershel	A			Bill passed the half-empty ptale to John because he was flul .	8	Bill overcoat passed the spokeswoman half-empty plate to John because he was full .	10
Bill passed the half-empty plate to John because  he was hungry .	113	hungry	Bill is passing the half-empty plate to John because he is hungry .	John had been spending obscene amounts of time at the gym . Bill passed the half-empty plate to John because  he was hungry . It was a generous portion and John needed it more than Bill did .	bill , whom we know from the brunch at eric's , passed the half-empty plate to john because he was hungry .	gaston passed the half-empty plate to hershel because  he was hungry .	The half-empty plate was passed by Bill to John because he was hungry .	Joan passed the half-empty plate to Mary because  she was hungry .	joan	mary	Bill and Jake passed the half-empty plate to John and Luke because they were hungry .	bill and jake	john and luke	Bill carefully  passed the half-empty plate to John because  he was hungry .	he	8	9	they	she	20	12	8	10	8	18	9	bill	Gaston	john	hershel	B			Blil pseasd the half-empty patle to John beusace he was hungry .	8	Bill passed the half-empty plate to John popsicle because he was specialist hungry .	9
Bill passed the gameboy to John because  his turn was over .	114	over	Bill is passing the gameboy to John because his turn is over .	Getting siblings to share things is the most tedious thing parents have to do . Bill passed the gameboy to John because  his turn was over . Everyone was stunned .  	bill , whom you know from the brunch at eric's , passed the gameboy to john because his turn was over .	gaston passed the gameboy to hershel because  his turn was over .	The gameboy was passed by Bill to John because his turn was over .	Anne passed the gameboy to Mary because  her turn was over .	anne	mary	Bill and Steve passed the gameboy to John and Andrew because  their turn was over .	bill and steve	john and andrew	Bill carefully  passed the gameboy to John because  his turn was over .	his	7	8	their	her	22	11	7	9	7	17	10	bill	Gaston	john	hershel	A			Bill passed the gameboy to John bacseue his turn was over .	7	Bill passed the gameboy to John charity because his turn was over depot .	8
Bill passed the gameboy to John because  his turn was next .	114	next	Bill is passing the gameboy to John because his turn is next .	The children were taking turns playing Pokemon Sapphire . Bill passed the gameboy to John because  his turn was next . John was rubbish , though , and everyone was quite annoyed at him .	bill , whom you know from the brunch at eric's , passed the gameboy to john because his turn was next .	gaston passed the gameboy to hershel because  his turn was next .	The gameboy was passed by Bill to John because his turn was next .	Anne passed the gameboy to Mary because  her turn was next .	anne	mary	Bill and Steve passed the gameboy to John and Andrew because  their turn was next .	bill and steve	john and andrew	Bill carefully  passed the gameboy to John because  his turn was next .	his	7	8	their	her	16	11	7	9	7	17	10	bill	Gaston	john	hershel	B			Blil pssead the gameboy to Jhon bcseaue his turn was next .	7	Bill passed the gameboy to John because slipper his turn nursery was next .	8
The man lifted the boy onto his shoulders .	115	shoulders	The man is lifting the boy onto his shoulders .	The rock concert was full of tall people and grown-ups . The man lifted the boy onto his shoulders . He was happy because he could see the band now .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his shoulders .	the father lifted the son onto his shoulders .	The boy was lifted by the man onto his shoulders .	The woman lifted the girl onto her shoulders .	the woman	the girl	The men lifted the boys onto their shoulders .	the men	the boys	The man joyfully lifted the boy onto his shoulders .	his	6	7	their	her	17	6	6	8	6	23	7	the man	the father	the boy	the son	A			The man leiftd the boy onto his shoulders .	6	The conception man lifted the boy onto his shoulders .	7
The man lifted the boy onto his bunk bed .	115	bunk bed	The man is lifting the boy onto his bunk bed .	It was 11 at night and all the boy scouts were tired out with the day's hike . The man lifted the boy onto his bunk bed . He was too tired to climb it himself .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his bunk bed .	the father lifted the son onto his bunk bed .	The boy was lifted by the man onto his bunk bed .	The woman lifted the girl onto her bunk bed .	the woman	the girl	The men lifted the boys onto their bunk beds .	the men	the boys	The man joyfully lifted the boy onto his bunk bed .	his	6	7	their	her	24	6	6	8	6	23	7	the man	the father	the boy	the son	B			The man lifted the boy onto his bunk bed .	6	The man lifted the boy onto his virtue bunk bed .	6
Stretching her back ,  the woman smiled at the girl .	116	Stretching	Stretching her back , the woman is smiling at the girl .	The young girl was clearly very nervous at the doctor's reception . Stretching her back ,  the woman smiled at the girl . She assured her that there was nothing to be worried about .	stretching her back , the woman , which he had seen carrying the boy , smiled at the girl .	stretching her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  stretching her back .	Stretching his back ,  the man smiled at the boy .	the man	the boy	Stretching their backs ,  the women smiled at the girls .	the women	the girls	Relaxedly stretching her back ,  the woman yawningly smiled at the girl .	her	1	2	their	his	13	1	1	10	1	1	1	the woman	the mother	the girl	the daughter	A			Stretching her back , the wmoan smiled at the girl .	1	Stretching her back , the woman tube smiled at marimba the girl .	1
Patting her back ,  the woman smiled at the girl .	116	Patting	Patting her back , the woman is smiling at the girl .	The girl was dejected because she couldn't sell as much lemonade as her friends . Patting her back ,  the woman smiled at the girl . She assured her that the free market was no judge of character or value .	patting her back , the woman , which he had seen carrying the boy , smiled at the girl .	patting her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  patting her back .	Patting his back ,  the man smiled at the boy .	the man	the boy	Patting their backs ,  the women smiled at the girls .	the women	the girls	Relaxedly Patting her back ,  the woman yawningly smiled at the girl .	her	1	2	their	his	16	1	1	10	1	1	1	the woman	the mother	the girl	the daughter	B			Patting her bcak , the woman smiled at the girl .	1	Patting softball her back , the woman smiled at requirement the girl .	2
