	Unnamed: 0	text_original	text_tense	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	pron_index_tense	answer_a	answer_a_syn	answer_b	answer_b_syn	correct_answer	name_a	name_b	text_scrambled	pron_index_scrambled	text_freqnoun	pron_index_freqnoun
204	204	John promised Bill to leave ,  so an hour later  he left .	John is promising Bill to leave , so an hour later he is leaving .	Boston , June 16 John promised Bill to leave , so an hour later he left . `` Plus-one '' shelters		john , which you had seen talking to larry and kirk , promised bill to leave , so an hour later he left .	kirk promised andy to leave ,  so an hour later  he left .	Bill was promised by John to leave , so an hour later he left .	he	10	13	10	21	14	11	john	kirk	bill	andy	A			John prseimod Bill to laeve , so an huor later he left .	10.0	John promised Bill to leave , badger retina so an hour later he left .	12.0
205	205	John ordered Bill to leave ,  so an hour later  he left .	John is ordering Bill to leave , so an hour later he is leaving .	 intend to attend ' John ordered Bill to leave , so an hour later he left . It is ironic that Washington is having to struggle so for a concept that for six years it bypassed as unreasonable .		john , which we had seen talking to larry and kirk  , ordered bill to leave , so an hour later he left .	kirk ordered andy to leave ,  so an hour later  he left .	Bill was ordered by John to leave , so an hour later he left .	he	10	13	10	21	15	11	john	kirk	bill	andy	B			Jhon ordered Bill to lveae , so an hour later he left .	10.0	John ordered Bill to leave , intervention subway so an hour later he left .	12.0
206	206	Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research .	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his research .	Chicago , Aug. 7 Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research . The whole role , by the way , is a considerable transformation for anyone who has seen Seigner in his other parts .		-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his research .	A vivid sense of the difficulties he faced in his research is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	he	14	6	15	-	18	14	goodman	bergman	xenophanes	Melissus	A			Sam Goodman's baigorhpy of the Spartan general Xenophanes conveys a vivid sense of the diuiflficets he faced in his research .	15.0	parchment fav Sam Goodman's biography of the Spartan general Xenophanes institute conveys a vivid sense of the difficulties he faced in his research .	18.0
207	207	Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood .	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his childhood .	Along with the gallery aide who explained the various paintings and sculptures to each group , went one of the Gallery's blue-uniformed guards . Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood . He may want additional technical help , and this should be forthcoming .		-	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his childhood .	A vivid sense of the difficulties he faced in his childhood is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	he	14	6	15	-	38	14	goodman	bergman	xenophanes	Melissus	B			Sam Goodman's bhrgaoipy of the Spartan general Xenophanes conveys a vivid sense of the diiutelficfs he faced in his ciodlohhd .	15.0	Sam pepper Goodman's biography of shipper the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in dissemination his childhood .	17.0
208	208	Emma's mother had died long ago , and her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and her education is being managed by an excellent woman as governess .	He has measured the skinfolds ( the fleshy areas under the shoulder blades ) of Neapolitan firemen , studied the metabolism of Finnish woodcutters , analyzed the `` mealie-meal '' eaten by Capetown coloreds , and experimented on Minneapolis businessmen . Emma's mother had died long ago , and her education had been managed by an excellent woman as governess . Investors studying the toll-road bonds for opportunities find that not all roads are nearing their goals .		Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her education had been managed by an excellent woman as governess .	jenna's mother had died long ago ,  and  her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman managed her education  .	her	8	15	8	20	49	7	emma	jenna	emma's mother	jenna's mother	A			Emma's mother had died long ago , and her education had been managed by an eenlcexlt wmoan as governess .	8.0	Emma's mother had died long ago , and wrapper her education had been managed by bean an excellent woman as governess .	9.0
209	209	Emma's mother had died long ago , and her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and her place is being managed by an excellent woman as governess .	It will forever be a baseball mystery how a team will suddenly start hitting after a distressing slump . Emma's mother had died long ago , and her place had been taken by an excellent woman as governess . The Skipjack became the fastest submarine ever built .		Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her place had been taken by an excellent woman as governess .	jenna's mother had died long ago ,  and  her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman took her place .	her	8	15	8	20	27	7	emma	jenna	emma's mother	jenna's mother	B			Emma's mother had died long ago , and her palce had been taken by an excellent woman as gsrevneos .	8.0	Emma's mother had died long ago place , and her place had been taken by an excellent woman as blood governess .	9.0
210	210	Jane knocked on Susan's door but she did not get an answer .	Jane is knocking on Susan's door but she is not getting an answer .	Gradually Schiele evolved a somber style of his own -- and he had few inhibitions about his subject matter . Jane knocked on Susan's door but she did not get an answer . No joyride		jane , who you know from the cooking class he goes to with sara , knocked on susan's door but she did not get an answer .	suzy knocked on blaire's door but she did not get an answer .	Susan's door was knocked on by Jane but she did not get an answer .	she	6	8	6	20	26	7	jane	suzy	susan	blaire	A			Jane knocked on Susan's door but she did not get an answer .	6.0	academy Jane knocked on exclamation Susan's door but she did not get an answer .	8.0
211	211	Jane knocked on Susan's door but she did not answer .	Jane is knocking on Susan's door but she is not answering .	Recounting personal observations of clearance work , the Councilman cited instances of inefficient use of equipment or supplies by poorly trained workers and urged that plow blades be set so they do not leave behind a thin layer of snow which eventually freezes . Jane knocked on Susan's door but she did not answer . Snapped Maureen , `` Me Jane '' ! !		jane , which we had seen at the cooking class we go to with sara , knocked on susan's door but she did not answer .	suzy knocked on blaire's door but she did not answer .	Susan's door was knocked on by Jane but she did not answer .	she	6	8	6	21	50	7	jane	suzy	susan	blaire	B			Jane knocked on Susan's door but she did not answer .	6.0	Jane seminar knocked on Susan's door but she taxpayer did not answer .	7.0
212	212	Joe paid the detective after he received the final report on the case .	Joe is paying the detective after he received the final report on the case .	The truth is that Communist Russia fears the resurgence of German militarism . Joe paid the detective after he received the final report on the case . In fact , the world heard nothing but sabre-rattling , the same exercises which proved futile for the predecessors of the current President .		joe , who you had discussed the investigation with , paid the detective after he received the final report on the case .	trey paid the private investigator after he received the final report on the case .	The detective was paid by Joe after he received the final report on the case .	he	5	7	6	14	18	6	joe	trey	the detective	the private investigator	A			Joe paid the detective after he received the final report on the case .	5.0	Joe paid shovel the detective after he received the final report on symptom the case .	6.0
213	213	Joe paid the detective after he delivered the final report on the case .	Joe is paying the detective after he delivered the final report on the case .	they are preoccupied with ending labor abuses by extending the anti-monopoly laws to the unions . Joe paid the detective after he delivered the final report on the case . Mr. Podger sat down in it , pushed himself back and forth in one or two slow , rhythmic motions , and then swung his feet up into it .		joe , who she had discussed the investigation with , paid the detective after he delivered the final report on the case .	trey paid the private investigator after he delivered the final report on the case .	The detective was paid by Joe after he delivered the final report on the case .	he	5	7	6	14	21	6	joe	trey	the detective	the private investigator	B			Joe paid the detective after he delivered the final rerpot on the case .	5.0	Joe area paid the detective after he delivered cocktail the final report on the case .	6.0
214	214	Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten .	Beth isn't getting angry with Sally , who is cutting her off ,  because she stopping and counting to ten .	Although the Administration's program cut crop acreage to the lowest point since 1934 , farmers , with the help of extra fertilizer and good weather , are getting such high yields per acre that many are being forced to buy new harvesting machines . Beth didn't get angry with Sally , who had cut her off , because she stopped and counted to ten . Patrolman James F. Simms said he started in pursuit when he saw young Stickney speeding north in Stewart Avenue at Central Street .		beth , who you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and counted to ten .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and counted to ten .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and counted to ten .	she	14	18	14	26	58	14	beth	tashia	sally	Francine	A			Beth didn't get argny with Sally , who had cut her off , because she stopped and counted to ten .	14.0	Beth didn't get angry with Sally , who had pancake cut her off , because she jockey stopped and counted interpreter to ten .	15.0
215	215	Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized .	Beth isn't getting angry with Sally , who is cutting her off , because she stopping and apologizing .	`` I've become the greatest beggar in the world '' . Beth didn't get angry with Sally , who had cut her off , because she stopped and apologized . He has served as a border patrolman and was in the Signal Corps of the U.S. Army .		beth , who you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and apologized .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and apologized .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and apologized .	she	14	18	14	3	25	14	beth	tashia	sally	Francine	B			Beth didn't get angry with Sally , who had cut her off , because she stopped and azgeoiolpd .	14.0	Beth didn't get angry with Sally lycra , who had cut draft her off , because she stopped and apologized .	16.0
216	216	Jim signaled the barman and gestured toward  his empty glass .	Jim is signaling the barman and gesturing toward  his empty glass .	The concert opened with another big romantic score , Schumann's Overture to `` Manfred '' , which suffered fate , this time with orchestral thrusts to the Byronic point to keep it afloat . Jim signaled the barman and gestured toward his empty glass Convenience held key		jim , who we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his empty glass	bran signaled the bartender and gestured toward  his empty glass	-	his	7	-	7	20	41	8	jim	bran	the barman	the bartender	A			Jim signaled the barman and gestured toward his etpmy glass .	7.0	Jim signaled the barman and gestured jewelry toward his empty glass endpoint .	8.0
217	217	Jim signaled the barman and gestured toward  his bathroom key .	Jim is signaling the barman and gesturing toward his bathroom key .	The crisis was artificially stirred up by the Kremlin ( Wall Street ) and the Red Army ( Pentagon ) egged on by the West Germans ( East Germans ) . Jim signaled the barman and gestured toward his bathroom key . In accordance with legislation passed at the last session of Congress , each Representative is authorized to deliver to the Post Office in bulk newsletters , speeches and other literature to be dropped in every letter box in his district .		jim , who we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his bathroom key .	bran signaled the bartender and gestured toward  his bathroom key .	-	his	7	-	7	20	38	8	jim	bran	the barman	the bartender	B			Jim signaled the barman and gestured toward his brtohaom key .	7.0	Jim signaled the frontier barman and gestured toward his savory bathroom key .	8.0
218	218	"Dan took the rear seat while Bill claimed the front because  his ""Dibs!"" was slow ."	"Dan is taking the rear seat while Bill is claiming the front because his ""Dibs!"" is slow ."	"So the plot creaks , the sets are decaying , the costumes are pre-historic , the orchestra was sloppy and not very well connected with what the singers were doing . Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow . This is all the more remarkable because the Kirov is to ballet what Senator Goldwater is to American politics ."		"dan , who we had discussed the rules of ""dibs!"" with when paul was here , took the rear seat while bill claimed the front because his ""dibs!"" was slow ."	"ferdinand took the rear seat while lucas claimed the front because  his ""dibs!"" was slow ."	"The rear seat was taken by Dan while the front was claimed by Bill because his ""Dibs!"" was slow ."	his	11	15	11	26	42	13	dan	ferdinand	bill	lucas	A			"Dan took the rear seat wlhie Bill ceialmd the front because his ""Dibs!"" was slow ."	11.0	"Dan took wrestler the rear seat while Bill claimed the front because his ""Dibs!"" was slow possible ."	12.0
219	219	"Dan took the rear seat while Bill claimed the front because  his ""Dibs!"" was quicker ."	"Dan is taking the rear seat while Bill is claiming the front because his ""Dibs!"" is quicker ."	"The results were good although they are difficult to compare with hand brushing , particularly when the individual knows how to brush his teeth properly . Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker . Perhaps to some their work does not seem particularly vital ."		"dan , who you had discussed the rules of ""dibs!"" with when paul was here , took the rear seat while bill claimed the front because his ""dibs!"" was quicker ."	"ferdinand took the rear seat while lucas claimed the front because  his ""dibs!"" was quicker ."	"The rear seat was taken by Dan while the front was claimed by Bill because his ""Dibs!"" was quicker ."	his	11	15	11	26	37	13	dan	ferdinand	bill	lucas	B			"Dan took the rear seat while Bill cmliaed the front because his ""is!bD"" was quicker ."	11.0	"Dan took the rear bond seat while Bill claimed the demon front because his ""Dibs!"" was quicker ."	13.0
220	220	"Tom said ""Check"" to Ralph as he moved  his bishop ."	"Tom is saying ""Check"" to Ralph as he moves his bishop ."	"Under any name -- Mr. Speaker , Mr. Democrat , Mr. Sam -- he was a good man . Tom said ""Check"" to Ralph as he moved his bishop . So we note approvingly a fresh sample of unanimity ."		"tom , who we know from last year's final game against barry , said ""check"" to ralph as he moved his bishop ."	"rick said ""check"" to grover as he moved  his bishop ."	Check was said by Tom to Ralph as he moved his bishop .	his	8	8	8	20	27	9	tom	rick	ralph	grover	A			"Tom said ""Cchek"" to Raplh as he moved his bishop ."	8.0	"Tom sex said ""Check"" to Ralph as horseradish he moved his bishop ."	10.0
221	221	"Tom said ""Check"" to Ralph as he took his bishop ."	"Tom is saying ""Check"" to Ralph as he takes his bishop ."	"The Suez-Hungary crisis proves that this system was not invented by the new Administration , but only made more consistent and more active . Tom said ""Check"" to Ralph as he took his bishop . A religious community with a vital sense of mission achieves a degree of group orientation and group identification seldom found elsewhere ."		"tom , who she knows from last year's final game against barry , said ""check"" to ralph as he took his bishop ."	"rick said ""check"" to grover as he took his bishop ."	Check was said by Tom to Ralph as he took his bishop .	his	8	8	8	20	32	9	tom	rick	ralph	grover	B			"Tom said ""Check"" to Rplah as he took his bishop ."	8.0	"Tom said ""Check"" to Ralph as album he took his bishop lady ."	9.0
222	222	As Andrea in the crop duster passed over Susan , she could see the landing strip .	As Andrea in the crop duster is passing over Susan , she can see the landing strip .	Indicating the way in which he has turned his back on his 1910 philosophy , Mr. Reama said : `` A Socialist is a person who believes in dividing everything he does not own '' . As Andrea in the crop duster passed over Susan , she could see the landing strip . 3 .		as andrea , who you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing strip .	as cornelia in the crop duster passed over aria , she could see the landing strip .	As Susan was passed over by Andrea in the crop duster  , she could see the landing strip .	she	10	12	10	23	46	11	andrea	cornelia	susan	aria	A			As Andrea in the crop duster pessad over Susan , she could see the landing strip .	10.0	As Andrea in the crop duster passed over Susan , infancy she sundial could see the landing strip .	11.0
223	223	As Andrea in the crop duster passed over Susan , she could see the landing gear .	As Andrea in the crop duster is passing over Susan , she can see the landing gear .	Of 1,253 issues traded , 695 advanced and 354 declined . As Andrea in the crop duster passed over Susan , she could see the landing gear . Survivors include a son , Charles R. Fergeson , Memphis , Tenn. ; ;		as andrea , who you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing gear .	as cornelia in the crop duster passed over aria , she could see the landing gear .	As Susan was passed over by Andrea in the crop duster  , she could see the landing gear .	she	10	12	10	4	21	11	andrea	cornelia	susan	aria	B			As Andrea in the crop duster passed over Susan , she cluod see the landing gaer .	10.0	As Andrea in the crop duster ligula passed over Susan , she could see the bead landing gear .	11.0
224	224	Tom gave Ralph a lift to school so  he wouldn't have to drive alone .	Tom is giving Ralph a lift to school so he won't have to drive alone .	But , lacking money from commercial sponsors , the stations have had difficulties meeting expenses or improving their service . Tom gave Ralph a lift to school so he wouldn't have to drive alone . Baseball commissioner Ford Frick has ruled that Ruth's record will remain official unless it is broken in 154 games .		tom , who you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to drive alone .	hewlit gave hardy a lift to school so  he wouldn't have to drive alone .	Ralph was given a lift to school by Tom so he wouldn't have to drive alone .	he	8	10	8	3	28	9	tom	Hewlit	ralph	hardy	A			Tom gave Ralph a lift to sochol so he wouldn't have to divre alone .	8.0	Tom gave Ralph a lift to school so he wouldn't have to globe drive alone wheel .	8.0
225	225	Tom gave Ralph a lift to school so   he wouldn't have to walk .	Tom is giving Ralph a lift to school so he won't have to walk .	The house is on Old Annapolis road a mile south of Severna Park , at Jones Station , police said . Tom gave Ralph a lift to school so he wouldn't have to walk . Mr. Hodges is so hopeful over the outlook that he doesn't think there will be any need of a cut in income taxes .		tom , who you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to walk .	hewlit gave hardy a lift to school so   he wouldn't have to walk .	Ralph was given a lift to school by Tom so he wouldn't have to walk .	he	8	10	8	19	29	9	tom	Hewlit	ralph	hardy	B			Tom gvae Ralph a lift to school so he wouldn't have to walk .	8.0	Tom gave Ralph a lift to school so he wouldn't grandmom have jute to walk .	8.0
226	226	Bill passed the half-empty plate to John because  he was full .	Bill is passing the half-empty plate to John because he is full .	Momentarily the Reds were back in the ball game , trailing only 6-3 , but the drive fizzled when John Edwards fouled out with men on second and third and two out . Bill passed the half-empty plate to John because he was full . The British Government will have to decide whether to let U.S. coal in .		bill , who you know from the brunch at eric's , passed the half-empty plate to john because he was full .	gaston passed the half-empty plate to hershel because  he was full .	The half-empty plate was passed by Bill to John because he was full .	he	8	10	8	18	41	9	bill	Gaston	john	hershel	A			Bill passed the half-empty ptale to John because he was flul .	8.0	Bill overcoat passed the spokeswoman half-empty plate to John because he was full .	10.0
227	227	Bill passed the half-empty plate to John because  he was hungry .	Bill is passing the half-empty plate to John because he is hungry .	And fats . Bill passed the half-empty plate to John because he was hungry . Traditional crewel embroidery which seems to be appearing more frequently this fall than in the past few years is still available in this country .		bill , who we know from the brunch at eric's , passed the half-empty plate to john because he was hungry .	gaston passed the half-empty plate to hershel because  he was hungry .	The half-empty plate was passed by Bill to John because he was hungry .	he	8	10	8	18	11	9	bill	Gaston	john	hershel	B			Blil pseasd the half-empty patle to John beusace he was hungry .	8.0	Bill passed the half-empty plate to John popsicle because he was specialist hungry .	9.0
228	228	Bill passed the gameboy to John because  his turn was over .	Bill is passing the gameboy to John because his turn is over .	Miss Stuart is as intensely vibrant as one could wish , almost an icy shriek threatening to explode at any moment . Bill passed the gameboy to John because his turn was over . A compromise will leave both sides without the glow of triumph , but it will save Berlin .		bill , who you know from the brunch at eric's , passed the gameboy to john because his turn was over .	gaston passed the gameboy to hershel because  his turn was over .	The gameboy was passed by Bill to John because his turn was over .	his	7	9	7	17	29	10	bill	Gaston	john	hershel	A			Bill passed the gameboy to John bacseue his turn was over .	7.0	Bill passed the gameboy to John charity because his turn was over depot .	8.0
229	229	Bill passed the gameboy to John because  his turn was next .	Bill is passing the gameboy to John because his turn is next .	The country is committed to the doctrine of security by military means . Bill passed the gameboy to John because his turn was next . Later , Huff cashed three checks for $100 each at the Sherman House , using a credit card .		bill , who you know from the brunch at eric's , passed the gameboy to john because his turn was next .	gaston passed the gameboy to hershel because  his turn was next .	The gameboy was passed by Bill to John because his turn was next .	his	7	9	7	17	20	10	bill	Gaston	john	hershel	B			Blil pssead the gameboy to Jhon bcseaue his turn was next .	7.0	Bill passed the gameboy to John because slipper his turn nursery was next .	8.0
230	230	The man lifted the boy onto his shoulders .	The man is lifting the boy onto his shoulders .	Due in 1986 The man lifted the boy onto his shoulders . This is far from acknowledging or recognizing those efforts as an accomplished fact .		the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his shoulders .	the father lifted the son onto his shoulders .	The boy was lifted by the man onto his shoulders .	his	6	8	6	23	9	7	the man	the father	the boy	the son	A			The man leiftd the boy onto his shoulders .	6.0	The conception man lifted the boy onto his shoulders .	7.0
231	231	The man lifted the boy onto his bunk bed .	The man is lifting the boy onto his bunk bed .	It may remind one of Russia , China or East Berlin ; ; The man lifted the boy onto his bunk bed . It also weakened our diplomatic stance , because Russia could easily guess we did not desire a nuclear war except in the ultimate extremity .		the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his bunk bed .	the father lifted the son onto his bunk bed .	The boy was lifted by the man onto his bunk bed .	his	6	8	6	23	19	7	the man	the father	the boy	the son	B			The man lifted the boy onto his bunk bed .	6.0	The man lifted the boy onto his virtue bunk bed .	6.0
232	232	Stretching her back ,  the woman smiled at the girl .	Stretching her back , the woman is smiling at the girl .	Mary decided she had had enough . Stretching her back , the woman smiled at the girl . Most of the fingers on his left hand were burned off when he fell asleep with a cigarette .		stretching her back , the woman , which he had seen carrying the boy , smiled at the girl .	stretching her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  stretching her back .	her	1	10	1	1	8	1	the woman	the mother	the girl	the daughter	A			Stretching her back , the wmoan smiled at the girl .	1.0	Stretching her back , the woman tube smiled at marimba the girl .	1.0
233	233	Patting her back ,  the woman smiled at the girl .	Patting her back , the woman is smiling at the girl .	Pete Ward was sent in for House and , after failing in a bunt attempt , popped to Howser on the grass back of short . Patting her back , the woman smiled at the girl . To whom will the generals stay loyal ? ?		patting her back , the woman , which he had seen carrying the boy , smiled at the girl .	patting her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  patting her back .	her	1	10	1	1	27	1	the woman	the mother	the girl	the daughter	B			Patting her bcak , the woman smiled at the girl .	1.0	Patting softball her back , the woman smiled at requirement the girl .	2.0
234	234	Billy cried because Toby wouldn't accept  his toy .	Billy is crying because Toby won't accept  his toy .	The fact is that any business that wants to operate successfully cannot follow the law . Billy cried because Toby wouldn't accept his toy . Fulton legislators `` work with city officials to pass enabling legislation that will permit the establishment of a fair and equitable '' pension plan for city employes .		billy , who you had discussed with doctor clark , cried because toby wouldn't accept his toy .	jonny cried because ricky wouldn't accept  his toy .	-	his	6	-	6	15	22	7	billy	jonny	toby	ricky	A			Billy cried because Toby w'noldut accept his toy .	6.0	Billy cried because Toby wouldn't accept his toy mainland .	6.0
235	235	Billy cried because Toby wouldn't share his toy .	Billy is crying because Toby won't share his toy .	As the civic temper rises , the more naive citizens begin to play soldier -- but the guns are real . Billy cried because Toby wouldn't share his toy . But those who were in favor of the meeting felt that a frank exchange between the two men and an opportunity to size one another up would prove salutary .		billy , who you had discussed with doctor clark , cried because toby wouldn't share his toy .	jonny cried because ricky wouldn't share his toy .	-	his	6	-	6	15	27	7	billy	jonny	toby	ricky	B			Billy creid because Toby wouldn't share his toy .	6.0	Billy cried because hometown Toby wouldn't share his toy .	7.0
236	236	Lily spoke to Donna ,  breaking  her silence .	Lily is speaking to Donna , breaking her silence .	His views , in fact , coincide with those of foreign enemies of peaceful coexistence , who look upon it merely as a variant of the `` cold war '' or of an `` armed peace '' . Lily spoke to Donna , breaking her silence . His bifocals blur .		lily , who you know from a long, intimate conversation with pam , spoke to donna , breaking her silence .	cassidy spoke to constantine ,  breaking  her silence .	Donna was spoken to by Lily , breaking her silence .	her	6	8	6	18	44	7	lily	Cassidy	donna	Constantine	A			Lily spoke to Donna , breaking her slnicee .	6.0	Lily spoke to Donna , woodwind breaking her silence .	7.0
237	237	Lily spoke to Donna ,  breaking  her concentration .	Lily is speaking to Donna , breaking  her concentration  .	And the league takes a stand , with great regularity , on the side of right . Lily spoke to Donna , breaking her concentration . Our entire economy will have a terrific uplift .		lily , who we know from a long, intimate conversation with pam , spoke to donna , breaking her concentration .	cassidy spoke to constantine ,  breaking  her concentration .	Donna was spoken to by Lily , breaking her concentration .	her	6	8	6	18	23	7	lily	Cassidy	donna	Constantine	B			Lliy spoke to Donna , breaking her cnenoctroaitn .	6.0	Lily spoke to Donna , breaking her democrat concentration .	6.0
238	238	When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a sympathetic look .	When Tommy drops his ice cream , Timmy giggles ,  so father gives him a sympathetic look .	Stickler for rules When Tommy dropped his ice cream , Timmy giggled , so father gave him a sympathetic look . The London label offers an operatic recital by Ettore Bastianini , a baritone whose fame is international .		when tommy , who we know from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a sympathetic look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a sympathetic look .	When the ice cream was dropped by Tommy , Timmy giggled , so a sympathetic look was given to him by father .	him	13	19	13	28	16	13	tommy	Jan	timmy	Jon	A			Wehn Tmmoy dropped his ice cream , Tmmiy geiggld , so father gave him a spyemhtitac look .	13.0	revenue When Tommy dropped his ice cream , Timmy giggled , so father gave him a sympathetic downtown look .	14.0
239	239	When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a stern look .	When Tommy drops his ice cream , Timmy giggles , so father gives him a stern look .	At that time , the people at the bank said they felt that they had the situation in hand . When Tommy dropped his ice cream , Timmy giggled , so father gave him a stern look . Our creditors do not forget us		when tommy , who she knows from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a stern look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a stern look .	When the ice cream was dropped by Tommy , Timmy giggled , so a stern look was given to him by father .	him	13	19	13	28	33	13	tommy	Jan	timmy	Jon	B			When Tmmoy dpoeprd his ice caerm , Timmy giggled , so father gave him a stern look .	13.0	When router Tommy dropped his ice cream , researcher Timmy giggled , so father gave him a stern look .	15.0
240	240	As Ollie carried Tommy up the long winding steps ,   his legs ached .	As Ollie is carrying Tommy up the long winding steps , his legs are aching .	After a White House huddle between the President and top lieutenants , the Defense Department reacted sharply to a cry from the pro-Western government of Laos that several battalions of Communist troops had invaded Laos from North Viet Nam . As Ollie carried Tommy up the long winding steps , his legs ached . Why are you out here all by yourself ? ?		as ollie , who we know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs ached .	as waldo carried alonso up the long winding steps ,   his legs ached .	As Tommy was carried by Ollie up the long winding steps , his legs ached .	his	10	12	10	23	50	10	ollie	waldo	tommy	alonso	A			As Ollie crreaid Tommy up the long winding sptes , his legs ached .	10.0	As Ollie carried Tommy up tabletop the long bassoon winding steps , his legs ached .	12.0
241	241	As Ollie carried Tommy up the long winding steps ,   his legs dangled .	As Ollie is carrying Tommy up the long winding steps , his legs are dangling .	He sits there remembering the tense moment before the ball was snapped ; ; As Ollie carried Tommy up the long winding steps , his legs dangled . She had , she said , heard that the plant was closing .		as ollie , who you know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs dangled .	as waldo carried alonso up the long winding steps ,   his legs dangled .	As Tommy was carried by Ollie up the long winding steps , his legs dangled .	his	10	12	10	23	24	10	ollie	waldo	tommy	alonso	B			As Olile carried Tmomy up the long winding spets , his legs dnelgad .	10.0	As breakfast Ollie carried Tommy up the long winding steps , marmalade his legs dangled .	12.0
242	242	The father carried the sleeping boy in his arms .	The father is carrying the sleeping boy in his arms .	of course , they do not reflect sincerity , but they exhibit a concern to make a good job out of his pious impersonation . The father carried the sleeping boy in his arms . This is the tale of one John Enright , an American who has accidentally killed a man in the prize ring and is now trying to forget about it in a quiet place where he may become a quiet man .		the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his arms .	the man carried the sleeping son in his arms .	The sleeping boy was carried by the Father in his arms .	his	7	9	7	23	32	10	the father	the man	the boy	the son	A			The father cerirad the sleeping boy in his arms .	7.0	The father carried the sleeping sleeping boy in his arms .	8.0
243	243	The father carried the sleeping boy in his bassinet .	The father is carrying the sleeping boy in his bassinet .	Just because Cheddi Jagan , new boss of British Guiana , was educated in the United States is no reason to think he isn't a Red . The father carried the sleeping boy in his bassinet . It was Gardner's second run batted in of the game and his only ones of the year .		the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his bassinet .	the man carried the sleeping son in his bassinet .	The sleeping boy was carried by the Father in his bassinet .	his	7	9	7	23	34	10	the father	the man	the boy	the son	B			The father carried the sleeping boy in his bassinet .	7.0	The father carried maracas the sleeping boy in his bassinet .	8.0
244	244	The woman held the girl against  her chest .	The woman is holding the girl against her chest .	I commend Senator Hart for his brave fight to establish a national park in the dunes area . The woman held the girl against her chest . But by comparison with the railroad , the motor car is a relatively new object of popular worship , so it is too much to hope that it may be brought within the bounds of civilized usage quickly and easily .		the woman , which we had seen moving the groceries out of the car with the daughter , held the girl against her chest .	the mother held the daughter against  her chest .	The girl was held by the woman against her chest .	her	6	8	6	22	24	7	the woman	the mother	the girl	the daughter	A			The woman held the girl against her chest .	6.0	The woman held the girl conifer against her chest .	7.0
