text_original	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
I tried to paint a picture of an orchard ,  with lemons in the lemon trees ,  but  they came out looking more like light bulbs .	i tried to paint a picture of an orchard , with lemons , which you had seen when you came to look at our garden , in the lemon trees , but they came out looking more like light bulbs .	i tried to paint a picture of an orchard ,  with citrus in the citrus trees ,  but  they came out looking more like light bulbs .	-	they	18	-	18	32	lemons	citrus	lemon trees	citrus trees	A		
I tried to paint a picture of an orchard ,  with lemons in the lemon trees ,  but  they came out looking more like telephone poles .	i tried to paint a picture of an orchard , with lemons , which you had seen when you came to look at our garden , in the lemon trees , but they came out looking more like telephone poles .	i tried to paint a picture of an orchard ,  with citrus in the citrus trees ,  but  they came out looking more like telephone poles .	-	they	18	-	18	32	lemons	citrus	lemon trees	citrus trees	B		
James asked Robert for a favor but  he was refused .	james , who you know from the lecture andy gave on insects , asked robert for a favor but he was refused .	jake asked edan for a favor but  he was refused .	Robert was asked by James for a favor but he was refused .	he	7	9	7	19	james	jake	robert	edan	A		
James asked Robert for a favor but  he refused .	james , who we know from the lecture andy gave on insects , asked robert for a favor but he refused .	jake asked edan for a favor but  he refused .	Robert was asked by James for a favor but he refused .	he	7	9	7	19	james	jake	robert	edan	B		
Kirilov ceded the presidency to Shatov because he was less popular .	kirilov , who we had discussed with the prime minister , ceded the presidency to shatov because he was less popular .	zhang wei ceded the presidency to wang fang because he was less popular .	The presidency was ceded by Kirilov to Shatov because he was less popular .	he	7	9	9	17	kirilov	Zhang Wei	shatov	Wang Fang	A		
Kirilov ceded the presidency to Shatov because he was more popular .	kirilov , who she had discussed with the prime minister , ceded the presidency to shatov because he was more popular .	zhang wei ceded the presidency to wang fang because he was more popular .	The presidency was ceded by Kirilov to Shatov because he was more popular .	he	7	9	9	17	kirilov	Zhang Wei	shatov	Wang Fang	B		
Emma did not pass the ball to Janie although she saw that she was open .	emma , who we know from the training camp clara organised , did not pass the ball to janie although she saw that she was open .	dariyah did not pass the ball to molly although she saw that she was open .	The ball was not passed by Emma to Janie although she saw that she was open .	she	9	10	9	20	emma	Dariyah	janie	molly	A		
Emma did not pass the ball to Janie although  she was open .	emma , who you know from the training camp clara organised , did not pass the ball to janie although she was open .	dariyah did not pass the ball to molly although  she was open .	The ball was not passed by Emma to Janie although she was open .	she	9	10	9	20	emma	Dariyah	janie	molly	B		
I put the butterfly wing on the table and it broke .	i put the butterfly wing , which we had seen stuck on the window , on the table and it broke .	i put the insect wing on the desk and it broke .	The butterfly wing was put by me on the table and it broke .	it	9	11	9	19	the butterfly wing	the insect wing	the table	the desk	A		
I put the heavy book on the table and it broke .	i put the heavy book , which he had seen beside the old lamp , on the table and it broke .	i put the heavy manuscript on the desk and it broke .	The heavy book was put by me on the table and it broke .	it	9	11	9	19	the heavy book	the heavy manuscript	the table	the desk	B		
Madonna fired her trainer because she couldn't stand her boyfriend .	madonna , who you know from the widely publicised incedent with her agent last year , fired her trainer because she couldn't stand her boyfriend .	beyonce fired her hairdresser because she couldn't stand her boyfriend .	The trainer was fired by Madona because she couldn't stand her boyfriend .	she	5	7	5	20	madonna	beyonce	the trainer	the hairdresser	A		
Madonna fired her trainer because  she slept with her boyfriend .	madonna , who we know from the widely publicised incedent with her agent last year , fired her trainer because she slept with her boyfriend .	beyonce fired her hairdresser because  she slept with her boyfriend .	The trainer was fired by Madona because she slept with her boyfriend .	she	5	7	5	20	madonna	beyonce	the trainer	the hairdresser	B		
Madonna fired her trainer because she slept with  her boyfriend .	madonna , who we know from the widely publicised incedent with her agent last year , fired her trainer because she slept with her boyfriend .	beyonce fired her hairdresser because she slept with  her boyfriend .	The trainer was fired by Madona because she slept with her boyfriend .	her	8	10	8	11	madonna	beyonce	the trainer	the hairdresser	A		
Madonna fired her trainer because she couldn't stand her boyfriend .	madonna , who you know from the widely publicised incedent with her agent last year , fired her trainer because she couldn't stand her boyfriend .	beyonce fired her hairdresser because she couldn't stand her boyfriend .	The trainer was fired by Madona because she couldn't stand her boyfriend .	she	5	7	5	20	madonna	beyonce	the trainer	the hairdresser	A		
Carol believed that Rebecca suspected that she had stolen the watch .	carol , who you know from a similar incident with paula last month , believed that rebecca suspected that she had stolen the watch .	cathy believed that evette suspected that she had stolen the watch .	It was believed by Carol that Rebecca suspected that she had stolen the watch .	she	6	9	6	19	carol	cathy	rebecca	evette	A		
Carol believed that Rebecca regretted that she had stolen the watch .	carol , who you know from a similar incident with paula last month , believed that rebecca regretted that she had stolen the watch .	cathy believed that evette regretted that she had stolen the watch .	It was believed by Carol that Rebecca regretted that she had stolen the watch .	she	6	9	6	3	carol	cathy	rebecca	evette	B		
This book introduced Shakespeare to Ovid ; it was a major influence on his writing .	this book introduced shakespeare , who she had discussed with norman mailer , to ovid ; it was a major influence on his writing .	this book introduced john milton to virgil ; it was a major influence on his writing .	Shakespeare was introduced to Ovid by the book ; it was a major influence on his writing .	his	13	15	14	22	shakespeare	john milton	ovid	virgil	A .		
This book introduced Shakespeare to Goethe ; it was a major influence on  his writing .	this book introduced shakespeare , who he had discussed  with norman mailer , to goethe ; it was a major influence on his writing .	this book introduced john milton to dante ; it was a major influence on  his writing .	Shakespeare was introduced to Goethe by the book ; it was a major influence on his writing .	his	13	15	14	22	shakespeare	john milton	goethe	dante	B .		
This book introduced Shakespeare to Ovid ; it was a fine selection of  his writing .	this book introduced shakespeare , who she had discussed with norman mailer , to ovid ; it was a fine selection of his writing .	this book introduced john milton to virgil ; it was a fine selection of  his writing .	Shakespeare was introduced to Ovid by the book ; it was a fine selection of  his writing .	his	13	15	14	22	shakespeare	john milton	ovid	virgil	B .		
This book introduced Shakespeare to Goethe ; it was a fine selection of  his writing .	this book introduced shakespeare , who you had discussed with norman mailer , to goethe ; it was a fine selection of his writing .	this book introduced john milton to dante ; it was a fine selection of  his writing .	Shakespeare was introduced to Goethe by the book ; it was a fine selection of his writing .	his	13	15	14	22	shakespeare	john milton	goethe	dante	A .		
Alice looked for her friend Jade in the crowd . Since she always has good luck , Alice spotted her quickly .	alice , who you know from the concert we went to with clarise , looked for her friend jade in the crowd . since she always has good luck , alice spotted her quickly .	mylie looked for her friend irma in the crowd . since she always has good luck , mylie spotted her quickly .	Jade was looked for by her friend Alice in the crowd . Since she always has good luck , Alice spotted her quickly .	she	11	13	11	24	alice	mylie	jade	irma	A .		
Alice looked for her friend Jade in the crowd .  Since she always wears a red turban , Alice spotted her quickly .	alice , who we know from the concert we went to with clarise , looked for her friend jade in the crowd . since she always wears a red turban , alice spotted her quickly .	mylie looked for her friend irma in the crowd .  since she always wears a red turban , mylie spotted her quickly .	Jade was looked for by her friend Alice in the crowd . Since she always wears a red turban , Alice spotted her quickly .	she	11	13	11	24	alice	mylie	jade	irma	B .		
During a game of tag , Ethan chased Luke because  he was "it" .	during a game of tag , ethan , who we know from the hide-and-seek tournament in perry's mansion , chased luke because he was "it" .	during a game of tag , kris chased brent because  he was "it" .	During a game of tag , Luke was chased by Ethan because he was "it" .	he	10	12	10	22	ethan	kris	luke	brent	A .		
During a game of tag , Ethan ran from Luke because  he was "it" .	during a game of tag , ethan , who you know from the hide-and-seek tournament in perry's mansion , ran from luke because he was "it" .	during a game of tag , kris ran from brent because  he was "it" .	During a game of tag , Luke was run from by Ethan because he was "it" .	he	11	13	11	23	ethan	kris	luke	brent	B .		
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so stupid .	at the loebner competition the judges , which we had seen with the executive committee earlier , couldn't figure out which respondents were the chatbots because they were so stupid .	at the loebner competition the referees couldn't figure out which respondents were the coversational agents because they were so stupid .	At the Loebner competition it could not be figure out by the judges which respondents were the chatbots because they were so stupid .	they	14	19	16	26	the judges	the referees	the chatbots	the coversational agents	A .		
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so advanced .	at the loebner competition the judges , which you had seen with the executive committee earlier , couldn't figure out which respondents were the chatbots because they were so advanced .	at the loebner competition the referees couldn't figure out which respondents were the coversational agents because they were so advanced .	At the Loebner competition it could not be figure out by the judges which respondents were the chatbots because they were so advanced .	they	14	19	16	26	the judges	the referees	the chatbots	the coversational agents	B .		
The user changed his password from " GrWQWu8JyC " to  " willow-towered Canopy Huntertropic wrestles " as it was easy to forget .	the user changed his password from " grwqwu8jyc , that is mentioned in the list of unnacceptable passwords with ddcwce4434cxsd , " to " willow-towered canopy huntertropic wrestles " as it was easy to forget .	the user changed his password from " hsfhfsc34r3e " to  " happy-vertical people-endowed track transporters " as it was easy to forget .	The password was changed by the user from " GrWQWu8JyC " to " willow-towered Canopy Huntertropic wrestles " as it was easy to forget .	it	17	19	17	30	grwqwu8jyc	hsfhfsc34r3e	willow-towered canopyhuntertropic wrestles	happy-vertical people-endowed track transporters	A .		
