text_original	text_random	text_role_rev	text_rel_1	text_syn	text_voice_switch	pron	pron_index	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_rand	answerA	answerA_syn	answerB	answerB_syn	correctAnswer	Name_A	Name_B
The man lifted the boy onto his bunk bed .	Now there is no reason in the world why a matchmaker in Ireland should happen also to be a talented soft-shoe dancer and gifted improviser of movements of the limbs , torso and neck , except that these talents add immensely to the enjoyment of the play . Stein's fee , Lee said , was 10 per cent of the janitors' pay . The man lifted the boy onto his bunk bed . I'm angry '' . `` Thirteen '' , said Long Jim .		the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his bunk bed .	the father lifted the son onto his bunk bed .	The boy was lifted by the man onto his bunk bed .	his	6	8	6	23	69	the man	the father	the boy	the son	B		
Stretching her back ,  the woman smiled at the girl .	The wildly erratic nature of Patrice Lumumba caused constant problems -- he frequently announced that he wanted the U.N. to get out of the Congo along with the Belgians , and appealed to Russia for help . The resolution under discussion at the convention was to require the boards of election to instruct judges to properly display the American flag . Stretching her back , the woman smiled at the girl . Vacancy The owner of the painting got it for $750,000 , sold it for $500,000 in a market crash , and bought it back for $590,000 .		stretching her back , the woman , which he had seen carrying the boy , smiled at the girl .	stretching her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  stretching her back .	her	1	10	1	1	62	the woman	the mother	the girl	the daughter	A		
Patting her back ,  the woman smiled at the girl .	If your favorite song is not here it must be an unfamiliar one . If they have to take any car , they'd rather take the big one . Patting her back , the woman smiled at the girl . Old , tired , trembling the woman came to the cannery . The Soviet Union and other members of the Communist bloc are rapidly expanding their economic , technical and military assistance to the uncommitted nations .		patting her back , the woman , which he had seen carrying the boy , smiled at the girl .	patting her back ,  the mother smiled at the daughter .	The girl was smiled at by the woman ,  patting her back .	her	1	10	1	1	30	the woman	the mother	the girl	the daughter	B		
Billy cried because Toby wouldn't accept  his toy .	Ordinary Carey Williams , armed with a pistol , stood by at the polls to insure order . `` Nobody really expects to evacuate . Billy cried because Toby wouldn't accept his toy . There is no use at all in trying to follow it dance by dance and title by title , for it has a kind of nonstop format , and moves along in an admirable continuity that demands no pauses for identification . The amazing thing is that this too is caused by the dearth of teachers .		billy , who you had discussed with doctor clark , cried because toby wouldn't accept his toy .	jonny cried because ricky wouldn't accept  his toy .	-	his	6	-	6	15	31	billy	jonny	toby	ricky	A		
Billy cried because Toby wouldn't share his toy .	All of the releases , however , are recorded at a gratifyingly high level , with resultant masking of any surface noise . All in all , Montgomery calls for a leader who will anticipate and dominate the events that surround him . Billy cried because Toby wouldn't share his toy . Cox argued that the bill is `` probably unconstitutional '' since , he said , it would impair contracts . .		billy , who you had discussed with doctor clark , cried because toby wouldn't share his toy .	jonny cried because ricky wouldn't share his toy .	-	his	6	-	6	15	49	billy	jonny	toby	ricky	B		
Lily spoke to Donna ,  breaking  her silence .	With all the energy of his broken body he prayed , `` Father , forgive them , for they know not what they do '' . Moss , a man who knows how much the cannery helps the county , doesn't believe it will close . Lily spoke to Donna , breaking her silence . Tell that to the little wife when she moans at the woman's burden ! ! If his mother loves him , he clings to that love as a ballast .		lily , who you know from a long, intimate conversation with pam , spoke to donna , breaking her silence .	cassidy spoke to constantine ,  breaking  her silence .	Donna was spoken to by Lily , breaking her silence .	her	6	8	6	18	52	lily	Cassidy	donna	Constantine	A		
Lily spoke to Donna ,  breaking  her concentration .	Mining is secretary-treasurer of the local and Shiflett is a member of its executive committee . And until this protection is at least as concrete as , say , the row of hotels that bars us from our own sands at Miami Beach , those who represent us all should agree to nothing . Lily spoke to Donna , breaking her concentration . While I respect his sincere concern for peace , he made four points that I would like to question . Only once in a very long while comes a book that gives the reader a magic sense of sharing a rare experience .		lily , who we know from a long, intimate conversation with pam , spoke to donna , breaking her concentration .	cassidy spoke to constantine ,  breaking  her concentration .	Donna was spoken to by Lily , breaking her concentration .	her	6	8	6	18	60	lily	Cassidy	donna	Constantine	B		
When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a sympathetic look .	And little Zeme North , a Dora with real spirit and verve , was fascinating whether she was singing of her love for Floyd , the cop who becomes sewer commissioner and then is promoted into garbage , or just dancing to display her exuberant feelings . A brisk , satirical spoof of contemporary American mores entitled `` An American Journey '' was given its first New York performance at Hunter College Playhouse last night by the Helen Tamiris-Daniel Nagrin Dance Company . When Tommy dropped his ice cream , Timmy giggled , so father gave him a sympathetic look . Nature Riverside residents would go to the Seekonk assembly point .		when tommy , who we know from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a sympathetic look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a sympathetic look .	When the ice cream was dropped by Tommy , Timmy giggled , so a sympathetic look was given to him by father .	him	13	19	13	28	96	tommy	Jan	timmy	Jon	A		
When Tommy dropped his ice cream ,  Timmy giggled ,  so father gave   him a stern look .	Queen of the seas Friday night the delegates heard the need for their forthcoming program , `` Breakthrough '' scheduled to fill the churches for the next two years . When Tommy dropped his ice cream , Timmy giggled , so father gave him a stern look . The army leaders threatened to form a new military government if the parties failed to sign an eight point protocol agreeing on Gen. Gursel as president . Freeport houses social science , pure science , and language ; ;		when tommy , who she knows from the birthday party where the class was all invited , dropped his ice cream , timmy giggled , so father gave him a stern look .	when jan dropped his ice cream ,  jon giggled ,  so father gave   him a stern look .	When the ice cream was dropped by Tommy , Timmy giggled , so a stern look was given to him by father .	him	13	19	13	28	43	tommy	Jan	timmy	Jon	B		
As Ollie carried Tommy up the long winding steps ,   his legs ached .	`` I can remove the ball , can't I '' ? ? Both composers turn up on new imports from France . As Ollie carried Tommy up the long winding steps , his legs ached . Mark Arnold-Foster writes : `` People are leaving ( West Berlin ) because they think it is dying . Between the first meeting of Clerfayt and Lillian and this dismal denouement , Mr. Remarque has laid down many pages of junior-philosophical discourse , some demure and rather fetching love-making , pleasant talk about some of the countryside and restaurants of Europe , and a modicum of automobile racing .		as ollie , who we know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs ached .	as waldo carried alonso up the long winding steps ,   his legs ached .	As Tommy was carried by Ollie up the long winding steps , his legs ached .	his	10	12	10	23	32	ollie	waldo	tommy	alonso	A		
As Ollie carried Tommy up the long winding steps ,   his legs dangled .	Mizell has won both of his starts . The place is Camusfearna , the site of a long-vanished sea-village opposite the isle of Skye . As Ollie carried Tommy up the long winding steps , his legs dangled . The concern they felt for me was such as I shall never forget and for which I will always be grateful . Coolest shade		as ollie , who you know from the parenting class which teddy also attended , carried tommy up the long winding steps , his legs dangled .	as waldo carried alonso up the long winding steps ,   his legs dangled .	As Tommy was carried by Ollie up the long winding steps , his legs dangled .	his	10	12	10	23	35	ollie	waldo	tommy	alonso	B		
The father carried the sleeping boy in his arms .	Howard Mitchell and the National Symphony perform in the first two releases , designed for grades one and two . The Belgian government itself took over administration , commencing a program of paternalism unmatched in the history of colonialism . The father carried the sleeping boy in his arms . `` They can be going along , doing little damage , then bang , bang -- they can hit a couple of passes on you for touchdowns and put you in trouble '' . I have just returned from a seven-week trip to Europe and the Far East .		the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his arms .	the man carried the sleeping son in his arms .	The sleeping boy was carried by the Father in his arms .	his	7	9	7	23	47	the father	the man	the boy	the son	A		
The father carried the sleeping boy in his bassinet .	She played with style and a touch of the grand manner , and every piece she performed was especially effective in its closing measures . The narrow fringe of sadness that ran around it only emphasized the pleasure . The father carried the sleeping boy in his bassinet . apparently it is not . Seventeen years ago today , German scientist Willy Fiedler climbed into a makeshift cockpit installed in a V-1 rocket-bomb that was attached to the underbelly of a Heinkel bomber .		the father , which we had seen moving the groceries out of the car with the daughter , carried the sleeping boy in his bassinet .	the man carried the sleeping son in his bassinet .	The sleeping boy was carried by the Father in his bassinet .	his	7	9	7	23	46	the father	the man	the boy	the son	B		
The woman held the girl against  her chest .	The unstable political situation there represents one reason new plants shy away from the East Side . `` We have no reason to fear failure , but we must be extraordinarily patient '' , the assistant secretary said . The woman held the girl against her chest . state and county committeemen , CDC directors and representatives , members of 16 area clubs , and `` all residents '' have been invited . Central was rebuffed by the other two railroads in previous attempts to make it a three-way merger .		the woman , which we had seen moving the groceries out of the car with the daughter , held the girl against her chest .	the mother held the daughter against  her chest .	The girl was held by the woman against her chest .	her	6	8	6	22	45	the woman	the mother	the girl	the daughter	A		
The woman held the girl against  her will .	In any case it is by no means clear that formally structured organs of participation are what is called for at all . In describing the initial Allied occupation of a middle-sized German city , the picture has color , pictorial pull and genuinely moving moments . The woman held the girl against her will . To the average American , this must sound like an incredible tale from a Saturday night TV movie . Another would be to take the advice of Dr. Elmer Ellis , president of the University of Missouri , and provide for an impartial professional analysis of Missouri's economy .		the woman , which we had seen moving the groceries out of the car with the daughter , held the girl against her will .	the mother held the daughter against  her will .	The girl was held by the woman against her will .	her	6	8	6	22	53	the woman	the mother	the girl	the daughter	B		
Pam's parents came home and found her having sex with her boyfriend , Paul . They were furious about it .	Indonesia is one of the twenty under-developed countries of Asia , Africa and Latin America that are receiving Soviet aid . A political scientist writes of the growth of `` alienated voters '' , who `` believe that voting is useless because politicians or those who influence politicians are corrupt , selfish and beyond popular control . Pam's parents came home and found her having sex with her boyfriend , Paul . They were furious about it . At 7:30 a.m. , more than three hours after landing , the Beardens gave an ultimatum : -- The Illinois Commission for Handicapped Children wishes to commend the recent announcement by the Catholic charities of the archdiocese of Chicago and DePaul University of the establishment of the Institute for Special Education at the university for the training of teachers for physically handicapped and mentally retarded children .		pam's parents , which she had seen leave with their friends jane and harry , came home and found her having sex with her boyfriend , paul . they were furious about it .	mara's parents came home and found her having sex with her boyfriend , danny . they were furious about it .	-	They	15	-	15	28	72	pam's parents	mara's parents	pam and paul	mara and danny	A		
Pam's parents came home and found her having sex with her boyfriend , Paul . They were embarrassed about it .	Escalation unto death Colquitt Pam's parents came home and found her having sex with her boyfriend , Paul . They were embarrassed about it . Starlings and blackbirds are scared off by canon , from City Hall . Something has gone wrong some place .		pam's parents , which he had seen leave with their friends jane and harry , came home and found her having sex with her boyfriend , paul . they were embarrassed about it .	mara's parents came home and found her having sex with her boyfriend , danny . they were embarrassed about it .	-	They	15	-	15	28	19	pam's parents	mara's parents	pam and paul	mara and danny	B		
Dr . Adams informed Kate that  she had retired and presented several options for future treatment .	All of the loans , in amounts up to $5,000 each , have been repaid by Stein , according to Leavitt . She had done it last year , and the year before , and the year before that , and she , and her people were dependent upon these cans for food . Dr . Adams informed Kate that she had retired and presented several options for future treatment . The people visited were glad to have a government with heart enough to take an interest in their misery . -- The New York University Board of Trustees has elected the youngest president in the 130-year history of NYU , it was announced yesterday .		dr . adams , who we had discussed with dr . barton  , informed kate that she had retired and presented several options for future treatment .	dr . marcus informed kally that  she had retired and presented several options for future treatment .	Kate was informed by Dr . Adams that she had retired and was presented several options for future treatment .	she	6	8	6	16	60	dr .  adams	dr . marcus	kate	kally	A		
Dr . Adams informed Kate that  she had cancer and presented several options for future treatment .	Vincent Sorrentino , founder and board chairman of the Uncas Mfg. Co. , has been designated a Cavaliere of the Order of Merit of the Republic of Italy . Faced seven cases Dr . Adams informed Kate that she had cancer and presented several options for future treatment . but , as a second-look safeguard , each new project must undergo a Board of Estimate public hearing before construction proceeds . East Providence should organize its civil defense setup and begin by appointing a full-time director , Raymond H. Hawksley , the present city CD head , believes .		dr . adams , who she had discussed with dr . barton , informed kate that she had cancer and presented several options for future treatment .	dr . marcus informed kally that  she had cancer and presented several options for future treatment .	Kate was informed by Dr . Adams that she had cancer and was presented several options for future treatment .	she	6	8	6	5	38	dr .  adams	dr . marcus	kate	kally	B		
Dan had to stop Bill from toying with the injured bird .  He is very compassionate .	`` Farmers aren't as price conscious as last year so we can get more money on a sale '' , says Jack Martin , who sells J. I. Case tractors and implements in Sioux City , Iowa . Morrison points out that since our country is more urbanized than the Soviet Union or Red China , it is the most vulnerable of the great powers -- Europe of course must be written off out of hand . Dan had to stop Bill from toying with the injured bird . He is very compassionate . A prepared statement released by the student group Friday stated that `` extensive research by COAHR into techniques and methods of theater integration in other cities indicated that the presence of picket lines and stand-ins before segregated theaters causes a drop in profits '' President Kennedy couldn't stay away from his desk for the 75-minute young people's concert played on the White House lawn yesterday by the 85-piece Transylvania Symphony Orchestra from Brevard , N. C. .		dan , who we know from the animal rights movement lead by steve , had to stop bill from toying with the injured bird . he is very compassionate .	leandro had to stop benton from toying with the injured bird .  he is very compassionate .	Bill had to be stopped by Dan from toying with the injured bird .  He is very compassionate .	He	12	14	12	25	89	dan	Leandro	bill	Benton	A		
Dan had to stop Bill from toying with the injured bird .  He is very cruel .	He is at his usual best in exposing the shams and self-deceptions of political and diplomatic life in the fifties . $70 by 1971 ; ; Dan had to stop Bill from toying with the injured bird . He is very cruel . Ring Of Bright Water , by Gavin Maxwell . Arnold Hayes , Mary Ann Shay , and Lloyd Satterfield of Thomas Jefferson ; ;		dan , who we know from the animal rights movement lead by steve , had to stop bill from toying with the injured bird . he is very cruel .	leandro had to stop benton from toying with the injured bird .  he is very cruel .	Bill had to be stopped by Dan from toying with the injured bird .  He is very cruel .	He	12	14	12	25	38	dan	Leandro	bill	Benton	B		
George got free tickets to the play ,  but he gave them to Eric ,  even though he was particularly eager to see it .	In the small group will be the junior and senior Mrs. Walter Monroe ; ; Maitres Allemands Des 17e et 18e Siecles contains music by Pachelbel , Buxtehude , Rosenmueller and Telemann , well performed by the Ensemble Instrumental Sylvie Spycket ( BAM LD 035 ) . George got free tickets to the play , but he gave them to Eric , even though he was particularly eager to see it . `` Here are two old men , mad at each other and too proud to pick up the phone '' , said a House Democratic leader . He is a dull , unformed , and aimless person ; ;		george , who we know from the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , even though he was particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  even though he was particularly eager to see it .	Free tickets to the play were gotten by George ,  but they were given by him to Eric ,  even though he was particularly eager to see it .	he	17	21	17	22	64	george	gary	eric	wes	A		
George got free tickets to the play ,  but he gave them to Eric ,  because he was particularly eager to see it .	But Keys worries that the Metrecal drinker will never make either the psychological or physiological adjustment to the idea of eating smaller portions of food . They `` operate on a volume basis '' , it was contended , `` and are not essential to provide the more limited but vital shopping needs of the community '' . George got free tickets to the play , but he gave them to Eric , because he was particularly eager to see it . Mr. Nixon , despite a very earnest effort to capture the minority groups , failed to do so . It is good to see those numbers again .		george , which we had seen at the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , because he was particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  because he was particularly eager to see it .	Free tickets to the play were gotten by George , but they were given by him to Eric , because he was particularly eager to see it .	he	16	20	16	23	74	george	gary	eric	wes	B		
George got free tickets to the play ,  but he gave them to Eric ,  because he was not particularly eager to see it .	The dance , dancers and dance enthusiasts ( 8,500 of them ) had a much better time of it at Lewisohn Stadium on Saturday night than all had had two nights earlier , when Stadium Concerts presented the first of two dance programs . Her husband was lying on the kitchen floor , police said . George got free tickets to the play , but he gave them to Eric , because he was not particularly eager to see it . The New English Bible ( the Old Testament and Apocrypha will be published at a future date ) has not been planned to rival or replace the King James Version , but , as its cover states , it is offered `` simply as the Bible to all those who will use it in reading , teaching , or worship '' . As he pulled the fringed sides up and made himself into a cocoon , Mr. Podger saw that thin , attractive , freckled little face again , and hoped that the boy , too , was lying in a cool , fringed-wrapped quiet .		george , who we know from the performance of hamlet which adam directed , got free tickets to the play , but he gave them to eric , because he was not particularly eager to see it .	gary got free tickets to the play ,  but he gave them to wes ,  because he was not particularly eager to see it .	Free tickets to the play were gotten by George , but they were given by him to Eric , because he was not particularly eager to see it .	he	16	20	16	22	72	george	gary	eric	wes	A		
Jane gave Joan candy because  she wasn't hungry .	Dallas may get to hear a debate on horse race parimutuels soon between Reps. V. E. ( Red ) Berry and Joe Ratcliff . Miss Vaughan was back in top form , somehow mellowed and improved with the passage of time -- like a fine wine . Jane gave Joan candy because she wasn't hungry . Some predict the administration will settle down during 1961 and iron out the rough edges which it has had thus far . The details of the suburban concerts next season , and the centers in which they will be given , will be announced later , Mr. Toobin said .		jane , who you know from the dinner party at carry's , gave joan candy because she wasn't hungry .	brailey gave joana candy because  she wasn't hungry .	Candy was given to Joan by Jane because she wasn't hungry .	she	5	8	5	16	52	jane	brailey	joan	joana	A		
Jane gave Joan candy because  she was hungry .	For example , in the third chapter of Matthew , verses 13-16 , describing the baptism of Jesus , the 1611 version reads : Mr. Podger was just adding this to his pictures of the day when the screen door opened and Pam burst out . Jane gave Joan candy because she was hungry . `` We are back with the ' Met ' again now that the ' Met ' is back in Chicago '' , bulletins Mrs. Frank S. Sims , president of the women's board of the University of Chicago Cancer Research Foundation . Under the proposal the members of the board of trustees of a county college will be appointed ; ;		jane , who you know from the dinner party at carry's , gave joan candy because she was hungry .	brailey gave joana candy because  she was hungry .	Candy was given to Joan by Jane because she was hungry .	she	5	8	5	3	51	jane	brailey	joan	joana	B		
I tried to paint a picture of an orchard ,  with lemons in the lemon trees ,  but  they came out looking more like light bulbs .	And Walker looks stronger , seems to be throwing better than he did last year . The event , staged yearly by Neusteters , will be held in the Opera House Wednesday , Aug. 16 . I tried to paint a picture of an orchard , with lemons in the lemon trees , but they came out looking more like light bulbs . Gains of 2-3/4 were posted for Teleprompter and Republic Foil . She is an aggressive , nervous child .		i tried to paint a picture of an orchard , with lemons , which you had seen when you came to look at our garden , in the lemon trees , but they came out looking more like light bulbs .	i tried to paint a picture of an orchard ,  with citrus in the citrus trees ,  but  they came out looking more like light bulbs .	-	they	18	-	18	32	54	lemons	citrus	lemon trees	citrus trees	A		
I tried to paint a picture of an orchard ,  with lemons in the lemon trees ,  but  they came out looking more like telephone poles .	Against the dramatic fight being waged for preservation of 30 miles of Cape Cod shoreline , the tiny tract at Stone Harbor may seem unimportant . He is a native of New Orleans and attended Allen Elementary school , Fortier High school and Soule business college . I tried to paint a picture of an orchard , with lemons in the lemon trees , but they came out looking more like telephone poles . -- Thousands of bleacher-type seats are being erected along Pennsylvania Avenue between the Capitol and the White House for the big inaugural parade on Jan. 20 . At Geneva in 1954 , to get the war in Indo-China settled , the British and French gave in to Russian and Communist Chinese demands and agreed to the setting up of a Communist state , North Viet Nam -- which then , predictably , became a base for Communist operations against neighboring South Viet Nam and Laos .		i tried to paint a picture of an orchard , with lemons , which you had seen when you came to look at our garden , in the lemon trees , but they came out looking more like telephone poles .	i tried to paint a picture of an orchard ,  with citrus in the citrus trees ,  but  they came out looking more like telephone poles .	-	they	18	-	18	32	65	lemons	citrus	lemon trees	citrus trees	B		
James asked Robert for a favor but  he was refused .	`` In the same five year period that the United States says they ( the detectives ) were engaged in this conspiracy '' , Sokol continued , `` these three young men received a total of 26 creditable mentions and many special compensations , and were nominated for the Lambert Tree award and the mayor's medal '' . It labels the slums , especially the Negro slums , as dead-end streets for hundreds of thousands of youngsters . James asked Robert for a favor but he was refused . Only a token start was made in attacking the tax reappraisal question and its companion issue of attracting industry to the state . Bill Kunkel , Bob Hartman and Ed Keegan did the mound chores for the club down from West Palm Beach to play the game before 767 paying customers in Miami Stadium .		james , who you know from the lecture andy gave on insects , asked robert for a favor but he was refused .	jake asked edan for a favor but  he was refused .	Robert was asked by James for a favor but he was refused .	he	7	9	7	19	85	james	jake	robert	edan	A		
James asked Robert for a favor but  he refused .	Rather , they are impressed with the British Government's success in forcing -- and helping -- the British textile industry to shrink and to change over to other products . Jesus replied , ' let it be so for the present ; ; James asked Robert for a favor but he refused . At 4 p.m. the President left the White House to welcome the young musicians , students from the ages of 12 to 18 who spend six weeks at the Brevard Music Center summer camp , and to greet the 325 crippled , cardiac and blind children from the District area who were special guests at the concert . Judge Benjamin Michaelson signed the order remanding the boy to the hospital because of the lack of juvenile accommodations at the Anne Arundel County Jail .		james , who we know from the lecture andy gave on insects , asked robert for a favor but he refused .	jake asked edan for a favor but  he refused .	Robert was asked by James for a favor but he refused .	he	7	9	7	19	50	james	jake	robert	edan	B		
Kirilov ceded the presidency to Shatov because he was less popular .	They found a large welcoming group -- El Paso policemen , Border Patrol , sheriff's deputies , and FBI men , who surged around the plane with rifles and submachine guns . City Controller Alexander Hemphill charged Tuesday that the bids on the Frankford Elevated repair project were rigged to the advantage of a private contracting company which had `` an inside track '' with the city . Kirilov ceded the presidency to Shatov because he was less popular . All the generals who held important commands in World War 2 , did not write books . `` That is undoubtedly a hell of a quote '' , said the writer , scratching his head .		kirilov , who we had discussed with the prime minister , ceded the presidency to shatov because he was less popular .	zhang wei ceded the presidency to wang fang because he was less popular .	The presidency was ceded by Kirilov to Shatov because he was less popular .	he	7	9	9	17	75	kirilov	Zhang Wei	shatov	Wang Fang	A		
Kirilov ceded the presidency to Shatov because he was more popular .	Tanks lined up at the border will be no more helpful . However , Montgomery makes little contribution to leadership theory and practice . Kirilov ceded the presidency to Shatov because he was more popular . Trouble-free , long-life , quality components will play an increasingly important part in the merchandising of new housing in 1960 '' , Pantas predicted . Washington , Aug. 4		kirilov , who she had discussed with the prime minister , ceded the presidency to shatov because he was more popular .	zhang wei ceded the presidency to wang fang because he was more popular .	The presidency was ceded by Kirilov to Shatov because he was more popular .	he	7	9	9	17	31	kirilov	Zhang Wei	shatov	Wang Fang	B		
Emma did not pass the ball to Janie although she saw that she was open .	Such kids only wind up among the unemployed on relief or in jail where they become a much bigger burden . ' Thank God for that ' , I said ; ; Emma did not pass the ball to Janie although she saw that she was open . to the editor of the Inquirer : Giving up the violin opened a whole new career for Ilona Schmidl-Seeberg , a tiny Hungarian who Fritz Kreisler had predicted would have a promising career on the concert stage .		emma , who we know from the training camp clara organised , did not pass the ball to janie although she saw that she was open .	dariyah did not pass the ball to molly although she saw that she was open .	The ball was not passed by Emma to Janie although she saw that she was open .	she	9	10	9	20	41	emma	Dariyah	janie	molly	A		
Emma did not pass the ball to Janie although  she was open .	He feels , suddenly , the weight of the fat that is on him . A few of them said they `` preferred contemporary art '' . Emma did not pass the ball to Janie although she was open . During the five-month lull , civil war smoldered and flickered throughout the Congo . 2		emma , who you know from the training camp clara organised , did not pass the ball to janie although she was open .	dariyah did not pass the ball to molly although  she was open .	The ball was not passed by Emma to Janie although she was open .	she	9	10	9	20	36	emma	Dariyah	janie	molly	B		
I put the butterfly wing on the table and it broke .	It disclosed that the builders : Each is a complete ballplayer . I put the butterfly wing on the table and it broke . The `` fruitful course '' of metropolitanization that you recommend is currently practiced by the town of East Greenwich and had its inception long before we learned what it was called . William A. Martinelli , chairman of the Citizens Group of Johnston , transferred the petitions from his left hand to his right hand after the council voted to accept them at the suggestion of Council President Raymond Fortin Sr. .		i put the butterfly wing , which we had seen stuck on the window , on the table and it broke .	i put the insect wing on the desk and it broke .	The butterfly wing was put by me on the table and it broke .	it	9	11	9	19	21	the butterfly wing	the insect wing	the table	the desk	A		
I put the heavy book on the table and it broke .	Shea and his wife , Nori , make their home at Sands Point , L. I. . Had it not been for such private enterprise , diocesan authorities might of course have been goaded into establishing institutions subsidized by diocesan funds and parish collections and staffed by religious as paid employees . I put the heavy book on the table and it broke . You have on more than one occasion praised the idea of a televised press conference and the chance it gives the people to form intelligent opinions . In 1960 more than 6,000 Communist technicians were present in those countries .		i put the heavy book , which he had seen beside the old lamp , on the table and it broke .	i put the heavy manuscript on the desk and it broke .	The heavy book was put by me on the table and it broke .	it	9	11	9	19	61	the heavy book	the heavy manuscript	the table	the desk	B		
Madonna fired her trainer because she couldn't stand her boyfriend .	Cafe Society opens formally this afternoon under its new ownership . While details are still to be worked out , Ratcliff said he expects to tell home folks in Dallas why he thinks Berry's proposed constitutional amendment should be rejected . Madonna fired her trainer because she couldn't stand her boyfriend . Sometimes I got on the wrong car and didn't get to school at all , but wound up at the ocean , or some other dismal place , and had to spend the day there . Whatever the cause , his mood in the fifties rarely rises above the level of the capably sardonic .		madonna , who you know from the widely publicised incedent with her agent last year , fired her trainer because she couldn't stand her boyfriend .	beyonce fired her hairdresser because she couldn't stand her boyfriend .	The trainer was fired by Madona because she couldn't stand her boyfriend .	she	5	7	5	20	46	madonna	beyonce	the trainer	the hairdresser	A		
Madonna fired her trainer because  she slept with her boyfriend .	They make beautiful objects . He was not going to Vienna to negotiate -- the simultaneous announcements in Washington and Moscow last week stressed that no formal negotiations were planned . Madonna fired her trainer because she slept with her boyfriend . Such `` depletion allowances '' , in the form of percentages of sales are authorized by tax law for specified raw materials producers using up their assets . The jails were filled to overflowing with political prisoners who had incurred his displeasure .		madonna , who we know from the widely publicised incedent with her agent last year , fired her trainer because she slept with her boyfriend .	beyonce fired her hairdresser because  she slept with her boyfriend .	The trainer was fired by Madona because she slept with her boyfriend .	she	5	7	5	20	36	madonna	beyonce	the trainer	the hairdresser	B		
Madonna fired her trainer because she slept with  her boyfriend .	It's the same with Ron Hansen and Jim Gentile . The Wagner Act , the Taft-Hartley Act and the Landrum-Griffin Act all endorse the principle of collective bargaining . Madonna fired her trainer because she slept with her boyfriend . Presently , Hardwicke-Etter employs 300-450 people , depending on the season of the year . But questions with which committee members taunted bankers appearing as witnesses left little doubt that they will recommend passage of it .		madonna , who we know from the widely publicised incedent with her agent last year , fired her trainer because she slept with her boyfriend .	beyonce fired her hairdresser because she slept with  her boyfriend .	The trainer was fired by Madona because she slept with her boyfriend .	her	8	10	8	11	37	madonna	beyonce	the trainer	the hairdresser	A		
Madonna fired her trainer because she couldn't stand her boyfriend .	' Do you come to me ' ? ? Performers include a company of 46 dancers and a symphony orchestra . Madonna fired her trainer because she couldn't stand her boyfriend . Cranston residents have been generous contributors to the fund over the years . In particular , Governor Nelson Rockefeller has expressed as cogently and clearly as anyone the case for a resumption of atmospheric tests .		madonna , who you know from the widely publicised incedent with her agent last year , fired her trainer because she couldn't stand her boyfriend .	beyonce fired her hairdresser because she couldn't stand her boyfriend .	The trainer was fired by Madona because she couldn't stand her boyfriend .	she	5	7	5	20	26	madonna	beyonce	the trainer	the hairdresser	A		
Carol believed that Rebecca suspected that she had stolen the watch .	Perhaps the most eloquent move toward removal of racial barriers has been in Dallas . Peace , it's wonderful , and `` world law '' , it's wonderful , too , and shouldn't we get an international covenant extending it into space , before the Russians put some claim jumper on the moon ? ? Carol believed that Rebecca suspected that she had stolen the watch . After 108 games in 1927 , Ruth had 35 home runs . Some library boards are wary of the plan .		carol , who you know from a similar incident with paula last month , believed that rebecca suspected that she had stolen the watch .	cathy believed that evette suspected that she had stolen the watch .	It was believed by Carol that Rebecca suspected that she had stolen the watch .	she	6	9	6	19	61	carol	cathy	rebecca	evette	A		
Carol believed that Rebecca regretted that she had stolen the watch .	Here and there He would assign one of the rescue trucks to the Riverside section of the city and the other to the Rumford area . Carol believed that Rebecca regretted that she had stolen the watch . Whether fan of the Pagnol films or stage show , whether partial to music or not , you can't help but derive joy from this picture if you have a sense of humor and a heart . A Member of the United Nations which is in arrears in the payment of its financial contributions to the Organization shall have no vote in the General Assembly if the amount of its arrears equals or exceeds the amount of the contributions due from it for the preceding two full years '' .		carol , who you know from a similar incident with paula last month , believed that rebecca regretted that she had stolen the watch .	cathy believed that evette regretted that she had stolen the watch .	It was believed by Carol that Rebecca regretted that she had stolen the watch .	she	6	9	6	3	32	carol	cathy	rebecca	evette	B		
This book introduced Shakespeare to Ovid ; it was a major influence on his writing .	The fabrics have Scotchgard finish to resist soil and wrinkles . Many buildings This book introduced Shakespeare to Ovid ; it was a major influence on his writing . Accordingly , at the Comedie last year , Jean Meyer played a sympathetic Arnolphe and drew criticism for turning the comedy into a tragedy . Persons who find it convenient may send their contributions to the Journal-Bulletin's Cranston office at 823 Park Avenue .		this book introduced shakespeare , who she had discussed with norman mailer , to ovid ; it was a major influence on his writing .	this book introduced john milton to virgil ; it was a major influence on his writing .	Shakespeare was introduced to Ovid by the book ; it was a major influence on his writing .	his	13	15	14	22	26	shakespeare	john milton	ovid	virgil	A .		
