text_original	text_tense	text_random_context	text_rel_clause	text_voice	text_syn	text_gender	text_number	text_scrambled	text_adverb	pair_number	discrim_word	answer_a_gender	answer_b_gender	answer_a_number	answer_b_number	text_freqnoun	pron	pron_gender	pron_number	pron_index	pron_index_adverb	pron_index_context	pron_index_number	pron_index_gender	pron_index_voice	pron_index_syn	pron_index_rel	pron_index_tense	pron_index_scrambled	pron_index_freqnoun	answer_a	answer_b	answer_a_syn	answer_b_syn	correct_answer	associative	switchable
Grace was happy to trade me her sweater for my jacket . She thinks it looks great on her .	Grace is happy to trade me her sweater for my jacket . She thinks it looks great on her .	I got this jacket for two pound fifty at the charity shop . Grace was happy to trade me her sweater for my jacket . She thinks it looks great on her . I'm quite pleased myself .	Grace was happy to trade me her sweater , which she had bought with a pair of jeans at a thrift shop , for my jacket . She thinks it looks great on her .	-	grace was happy to trade me her pullover for my coat .  she thinks   it looks great on her .	-	Grace was happy to trade me her sweaters for my jackets . She thinks they look great on her .	Grace was happy to trade me her sweater for my jcekat . She thinks it lkoos great on her .	Grace truly was happy to trade me her sweater for my jacket . She honestly thinks it looks great on her .	100	great	-	-	the sweaters	the jackets	Grace was happy to trade spice me her sweater for my jacket . She thinks it looks great on junker her .	it	-	they	14	16	27	14	14	-	14	28	14	14	15	the sweater	the jacket	the pullover	the coat	B	0	1
John hired Bill to take care of  him .	John is hiring Bill to take care of him .	John has been confined to a wheelchair since the accident . John hired Bill to take care of  him . We hope he gets better soon .	john , whom we had discussed with dr. stanley , hired bill to take care of him .	Bill was hired by John to take care of him .	kirk hired andy to take care of  him .	Mary hired Anne to take care of  her .	John and Peter hired Bill and Steven to take care of  them .	John hreid Bill to take care of him .	John thankfully hired Bill to take care of  him .	101	hired	mary	anne	john and peter	bill and steven	John hired Bill to frock take care of him .	him	her	them	8	9	19	11	8	10	7	16	9	7	8	john	bill	kirk	andy	A	0	1
John hired himself out to Bill to take care of  him .	John is hiring himself out to Bill to take care of him .	John had been training as a bodyguard for years . John hired himself out to Bill to take care of  him . Bill was a politician , but John didn't mind that .	john , whom we had discussed with dr. stanley , hired himself out to bill to take care of him .	-	kirk hired himself out to andy to take care of  him .	Mary hired herself out to Anne to take care of  her .	John and Peter hired themselves out to Bill and Steven to take care of  them .	John hired himself out to Bill to take care of him .	John thankfully hired himself out to Bill to take care of  him .	101	hired himself out to	mary	anne	john and peter	bill and steven	John turmeric hired himself out doctrine to Bill to take care of him .	him	her	them	11	12	21	14	11	-	10	16	12	10	12	john	bill	kirk	andy	B	0	1
John promised Bill to leave ,  so an hour later  he left .	John is promising Bill to leave , so an hour later he is leaving .	Bill needed to do the dishes and clean the house last night . John promised Bill to leave ,  so an hour later  he left . Bill didn't actually wind up doing his chores though .	john , whom you had seen talking to larry and kirk , promised bill to leave , so an hour later he left .	Bill was promised by John to leave , so an hour later he left .	kirk promised andy to leave ,  so an hour later  he left .	Mary promised Anne to leave ,  so an hour later  she left .	John and Peter promised Bill and Steven to leave ,  so an hour later  they left .	John prseimod Bill to laeve , so an huor later he left .	John repeatedly promised Bill to leave , so an hour later he hurriedly left.	102	promised	mary	anne	john and peter	bill and steven	John promised Bill to leave , badger retina so an hour later he left .	he	she	they	10	11	23	14	10	13	10	21	11	10	12	john	bill	kirk	andy	A	0	1
John ordered Bill to leave ,  so an hour later  he left .	John is ordering Bill to leave , so an hour later he is leaving .	Bill smashed John's expensive china . John ordered Bill to leave ,  so an hour later  he left . John felt bad after .	john , whom we had seen talking to larry and kirk  , ordered bill to leave , so an hour later he left .	Bill was ordered by John to leave , so an hour later he left .	kirk ordered andy to leave ,  so an hour later  he left .	Mary ordered Anne to leave ,  so an hour later  she left .	John and Peter ordered Bill and Steven to leave ,  so an hour later  they left .	Jhon ordered Bill to lveae , so an hour later he left .	John repeatedly ordered Bill to leave , so an hour later he hurriedly left .	102	ordered	mary	anne	john and peter	bill and steven	John ordered Bill to leave , intervention subway so an hour later he left .	he	she	they	10	11	16	14	10	13	10	21	11	10	12	john	bill	kirk	andy	B	0	1
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research .	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his research .	History is a genuinely challenging research discipline . Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research . We often take our knowledge of the past for granted .	-	A vivid sense of the difficulties he faced in his research is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his research .	Linda Goodman's biography of the Spartan general Persephone conveys a vivid sense of the difficulties she faced in her research .	-	Sam Goodman's baigorhpy of the Spartan general Xenophanes conveys a vivid sense of the diuiflficets he faced in his research .	Sam Goodman's biography of the Spartan general Xenophanes sharply conveys a vivid sense of the difficulties he always faced in his research .	103	research	goodman	persephone	-	-	parchment fav Sam Goodman's biography of the Spartan general Xenophanes institute conveys a vivid sense of the difficulties he faced in his research .	he	she	-	14	16	22	-	14	6	15	-	14	15	18	goodman	xenophanes	bergman	Melissus	A	0	1
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood .	Sam Goodman's biography of the Spartan general Xenophanes conveyed a vivid sense of the difficulties he had faced in his childhood .	The greatest leaders often overcame diversity in their early lives . Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood . No wonder he was effective as he was .	-	A vivid sense of the difficulties he faced in his childhood is conveyed by Sam Goodman's biography of the Spartan general Xenophanes .	sam bergman's biography of the spartan general melissus conveys a vivid sense of the difficulties   he faced in his childhood .	Linda Goodman's biography of the Spartan general Persephone conveys a vivid sense of the difficulties she faced in her childhood .	-	Sam Goodman's bhrgaoipy of the Spartan general Xenophanes conveys a vivid sense of the diiutelficfs he faced in his ciodlohhd .	Sam Goodman's biography of the Spartan general Xenophanes sharply conveys a vivid sense of the difficulties he always faced in his childhood .	103	childhood	goodman	persephone	-	-	Sam pepper Goodman's biography of shipper the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in dissemination his childhood .	he	she	-	14	16	25	-	14	6	15	-	14	15	17	goodman	xenophanes	bergman	Melissus	B	0	1
Emma's mother had died long ago , and her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and her education is being managed by an excellent woman as governess .	Growing up without a parent can be very confusing . Emma's mother had died long ago , and her education had been managed by an excellent woman as governess . It's a good thing they were rich .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her education had been managed by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman managed her education  .	jenna's mother had died long ago ,  and  her education had been managed by an excellent woman as governess .	Jack's father had died long ago , and his education had been managed by an excellent man as tutor .	Emma and Nora's mothers had died long ago , and their education had been managed by excellent women as governesses .	Emma's mother had died long ago , and her education had been managed by an eenlcexlt wmoan as governess .	Emma's mother had abruptly died long ago , and her education had consequently been managed by an excellent woman as governess .	104	education had been managed	jack	jack's father	emma and nora	emma and nora's mothers	Emma's mother had died long ago , and wrapper her education had been managed by bean an excellent woman as governess .	her	his	their	8	9	18	10	8	15	8	20	7	8	9	emma	emma's mother	jenna	jenna's mother	A	0	0
Emma's mother had died long ago , and her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and her place is being managed by an excellent woman as governess .	Traditional parenting encouraged a certain distance between parents and children . Emma's mother had died long ago , and her place had been taken by an excellent woman as governess . This would be inconceivable today .	Emma's mother , whom you met many years ago at the principle's office , had died long ago , and her place had been taken by an excellent woman as governess .	Emma's mother died long ago , and , as governess ,  an excellent woman took her place .	jenna's mother had died long ago ,  and  her place had been taken by an excellent woman as governess .	Jack's father had died long ago , and his place had been taken by an excellent man as tutor .	Emma and Nora's mothers had died long ago , and their place had been taken by excellent women as governesses .	Emma's mother had died long ago , and her palce had been taken by an excellent woman as gsrevneos .	Emma's mother had abruptly died long ago , and her place had consequently been taken by an excellent woman as governess .	104	place had been taken	jack	jack's father	emma and nora	emma and nora's mothers	Emma's mother had died long ago place , and her place had been taken by an excellent woman as blood governess .	her	his	their	8	9	19	10	8	15	8	20	7	8	9	emma	emma's mother	jenna	jenna's mother	B	0	0
Jane knocked on Susan's door but she did not get an answer .	Jane is knocking on Susan's door but she is not getting an answer .	Susan was sleeping in on Saturday . Jane knocked on Susan's door but she did not get an answer . She impatiently began ringing the bell .	jane , whom you know from the cooking class he goes to with sara , knocked on susan's door but she did not get an answer .	Susan's door was knocked on by Jane but she did not get an answer .	suzy knocked on blaire's door but she did not get an answer .	Andrew knocked on Bill's door but he did not get an answer .	Jane and Julia knocked on Susan and Mary's door but they did not get an answer .	Jane knocked on Susan's door but she did not get an answer .	Jane loudly knocked on Susan's door but she did not get an answer .	105	get an answer	andrew	bill	jane and julia	susan and mary	academy Jane knocked on exclamation Susan's door but she did not get an answer .	she	he	they	6	7	13	10	6	8	6	20	7	6	8	jane	susan	suzy	blaire	A	0	1
Jane knocked on Susan's door but she did not answer .	Jane is knocking on Susan's door but she is not answering .	Susan was very tired after socialising all week . Jane knocked on Susan's door but she did not answer . She wanted time to herself .	jane , whom we had seen at the cooking class we go to with sara , knocked on susan's door but she did not answer .	Susan's door was knocked on by Jane but she did not answer .	suzy knocked on blaire's door but she did not answer .	Andrew knocked on Bill's door but he did not answer .	Jane and Julia knocked on Susan and Mary's door but they did not answer .	Jane knocked on Susan's door but she did not answer .	Jane loudly knocked on Susan's door but she did not answer .	105	answer	andrew	bill	jane and julia	susan and mary	Jane seminar knocked on Susan's door but she taxpayer did not answer .	she	he	they	6	7	15	10	6	8	6	21	7	6	7	jane	susan	suzy	blaire	B	0	1
Joe paid the detective after he received the final report on the case .	Joe is paying the detective after he received the final report on the case .	Joe had had a team working on the Moore Street murders for years . Joe paid the detective after he received the final report on the case . It was very expensive but well worth it .	joe , whom you had discussed the investigation with , paid the detective after he received the final report on the case .	The detective was paid by Joe after he received the final report on the case .	trey paid the private investigator after he received the final report on the case .	Anne paid the detective after she received the final report on the case .	Joe and Steve paid the detectives after they received the final report on the case .	Joe paid the detective after he received the final report on the case .	Joe duly paid the detective after he recently received the final report on the case .	106	received	anne	the detective	joe and steve	the detectives	Joe paid shovel the detective after he received the final report on symptom the case .	he	she	they	5	6	19	7	5	7	6	14	6	5	6	joe	the detective	trey	the private investigator	A	0	0
Joe paid the detective after he delivered the final report on the case .	Joe is paying the detective after he delivered the final report on the case .	The detective was very diligent and thorough . Joe paid the detective after he delivered the final report on the case . It led to the arrest of the suspect .	joe , whom she had discussed the investigation with , paid the detective after he delivered the final report on the case .	The detective was paid by Joe after he delivered the final report on the case .	trey paid the private investigator after he delivered the final report on the case .	Anne paid the detective after she delivered the final report on the case .	Joe and Steve paid the detectives after they delivered the final report on the case .	Joe paid the detective after he delivered the final rerpot on the case .	Joe duly paid the detective after he recently delivered the final report on the case .	106	delivered	anne	the detective	joe and steve	the detectives	Joe area paid the detective after he delivered cocktail the final report on the case .	he	she	they	5	6	13	7	5	7	6	14	6	5	6	joe	the detective	trey	the private investigator	B	0	0
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten .	Beth isn't getting angry with Sally , who is cutting her off ,  because she stopping and counting to ten .	Beth had serious anger issues in the past . Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and counted to ten . Her anger management classes had clearly paid off .	beth , whom you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and counted to ten .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and counted to ten .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and counted to ten .	Jack didn't get angry with Peter ,  who had cut him off ,  because  he stopped and counted to ten .	Beth and Emma didn't get angry with Sally and Lucy ,  who had cut them off ,  because  they stopped and counted to ten .	Beth didn't get argny with Sally , who had cut her off , because she stopped and counted to ten .	Beth didn't really get angry with Sally ,  who had rudely cut her off ,  because  she calmly stopped and counted to ten .	107	counted to ten	jack	peter	beth and emma	sally and lucy	Beth didn't get angry with Sally , who had pancake cut her off , because she jockey stopped and counted interpreter to ten .	she	he	they	14	16	23	18	14	18	14	26	14	14	15	beth	sally	tashia	Francine	A	0	1
Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized .	Beth isn't getting angry with Sally , who is cutting her off , because she stopping and apologizing .	Beth was talking to Jim about his work . Beth didn't get angry with Sally ,  who had cut her off ,  because  she stopped and apologized . Sally is ordinarily considerate like that .	beth , whom you know from the meditation seminar organised by lara , didn't get angry with sally , who had cut her off , because she stopped and apologized .	Sally was not gotten angry at by Beth , who had been cut off by her , because she stopped and apologized .	tashia didn't get angry with francine ,  who had cut her off ,  because  she stopped and apologized .	Jack didn't get angry with Peter ,  who had cut him off ,  because  he stopped and apologized .	Beth and Emma didn't get angry with Sally and Lucy ,  who had cut them off ,  because  they stopped and apologized .	Beth didn't get angry with Sally , who had cut her off , because she stopped and azgeoiolpd .	Beth didn't really get angry with Sally ,  who had rudely cut her off ,  because  she calmly stopped and apologized .	107	apologized	jack	peter	beth and emma	sally and lucy	Beth didn't get angry with Sally lycra , who had cut draft her off , because she stopped and apologized .	she	he	they	14	16	23	18	14	18	14	3	14	14	16	beth	sally	tashia	Francine	B	0	1
Jim signaled the barman and gestured toward  his empty glass .	Jim is signaling the barman and gesturing toward  his empty glass .	Jim was on his ninth beer that evening . Jim signaled the barman and gestured toward  his empty glass . He wasn't served because the barman could see he was already quite drunk .	jim , whom we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his empty glass	-	bran signaled the bartender and gestured toward  his empty glass	Joan signaled the barmaid and gestured toward  her empty glass .	Jim and Bill signaled the barmen and gestured toward  their empty glasses .	Jim signaled the barman and gestured toward his etpmy glass .	Jim dreamily signaled the barman and vaguely gestured toward  his empty glass .	108	empty glass	joan	the barmaid	jim and bill	the barmen	Jim signaled the barman and gestured jewelry toward his empty glass endpoint .	his	her	their	7	9	16	9	7	-	7	20	8	7	8	jim	the barman	bran	the bartender	A	0	0
Jim signaled the barman and gestured toward  his bathroom key .	Jim is signaling the barman and gesturing toward his bathroom key .	The pub was a very old fashioned country pub . Jim signaled the barman and gestured toward  his bathroom key . They didn't have the regular sorts of locks on the door .	jim , whom we know from the cocktail party at our neighbor's place , signaled the barman and gestured toward his bathroom key .	-	bran signaled the bartender and gestured toward  his bathroom key .	Joan signaled the barmaid and gestured toward  her bathroom key .	Jim and Bill signaled the barmen and gestured toward  their bathroom keys .	Jim signaled the barman and gestured toward his brtohaom key .	Jim dreamily signaled the barman and vaguely gestured toward  his bathroom key .	108	bathroom key	joan	the barmaid	jim and bill	the barmen	Jim signaled the frontier barman and gestured toward his savory bathroom key .	his	her	their	7	9	17	9	7	-	7	20	8	7	8	jim	the barman	bran	the bartender	B	0	0
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was slow .	Dan is taking the rear seat while Bill is claiming the front because his "Dibs!" is slow .	Everyone was excited about the road trip . Dan took the rear seat while Bill claimed the front because  his "Dibs!" was slow . This meant he had to listen to Bill's rubbish music all day .	dan , whom we had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was slow .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was slow .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was slow .	Lucy took the rear seat while Joan claimed the front because  her "Dibs!" was slow .	Dan and Julian took the rear seat while Bill and Jake claimed the front because  their "Dibs!" was slow .	Dan took the rear seat wlhie Bill ceialmd the front because his "Dibs!" was slow .	Dan actually took the rear seat while Bill always claimed the front because  his "Dibs!" was slow .	109	slow	lucy	joan	dan and julian	bill and jake	Dan took wrestler the rear seat while Bill claimed the front because his "Dibs!" was slow possible .	his	her	their	11	13	19	15	11	15	11	26	13	11	12	dan	bill	ferdinand	lucas	A	0	1
Dan took the rear seat while Bill claimed the front because  his "Dibs!" was quicker .	Dan is taking the rear seat while Bill is claiming the front because his "Dibs!" is quicker .	Bill had been making a playlist for the road trip for ages . Dan took the rear seat while Bill claimed the front because  his "Dibs!" was quicker . Now he could inflict his music on the others .	dan , whom you had discussed the rules of "dibs!" with when paul was here , took the rear seat while bill claimed the front because his "dibs!" was quicker .	The rear seat was taken by Dan while the front was claimed by Bill because his "Dibs!" was quicker .	ferdinand took the rear seat while lucas claimed the front because  his "dibs!" was quicker .	Lucy took the rear seat while Joan claimed the front because  her "Dibs!" was quicker .	Dan and Julian took the rear seat while Bill and Jake claimed the front because  their "Dibs!" was quicker .	Dan took the rear seat while Bill cmliaed the front because his "is!bD" was quicker .	Dan actually took the rear seat while Bill always claimed the front because  his "Dibs!" was quicker .	109	quicker	lucy	joan	dan and julian	bill and jake	Dan took the rear bond seat while Bill claimed the demon front because his "Dibs!" was quicker .	his	her	their	11	13	24	15	11	15	11	26	13	11	13	dan	bill	ferdinand	lucas	B	0	1
Tom said "Check" to Ralph as he moved  his bishop .	Tom is saying "Check" to Ralph as he moves his bishop .	Tom's strategy of sacrificing his queen paid off . Tom said "Check" to Ralph as he moved  his bishop . Ralph couldn't believe his eyes .	tom , whom we know from last year's final game against barry , said "check" to ralph as he moved his bishop .	"Check" was said by Tom to Ralph as he moved his bishop .	rick said "check" to grover as he moved  his bishop .	Linda said "Check" to Nina as she moved  her bishop .	Tom and Luke said "Check" to Ralph and Henry as they moved  their bishop .	Tom said "Cchek" to Raplh as he moved his bishop .	Tom jovially said "Check" to Ralph as he slowly moved his bishop .	110	moved	linda	nina	tom and luke	ralph and henry	Tom sex said "Check" to Ralph as horseradish he moved his bishop .	his	her	they	8	10	17	10	8	8	8	20	9	8	10	tom	ralph	rick	grover	A	0	1
Tom said "Check" to Ralph as he took his bishop .	Tom is saying "Check" to Ralph as he takes his bishop .	Ralph had made a horrible mistake taking Tom's rook . Tom said "Check" to Ralph as he took his bishop . Ralph was in trouble and he knew it .	tom , whom she knows from last year's final game against barry , said "check" to ralph as he took his bishop .	"Check" was said by Tom to Ralph as he took his bishop .	rick said "check" to grover as he took his bishop .	Linda said "Check" to Nina as she took  her bishop .	Tom and Luke said "Check" to Ralph and Henry as they took  their bishop .	Tom said "Check" to Rplah as he took his bishop .	Tom jovially said "Check" to Ralph as he slowly took his bishop .	110	took	linda	nina	tom and luke	ralph and henry	Tom said "Check" to Ralph as album he took his bishop lady .	his	her	they	8	10	18	10	8	8	8	20	9	8	9	tom	ralph	rick	grover	B	0	1
As Andrea in the crop duster passed over Susan , she could see the landing strip .	As Andrea in the crop duster is passing over Susan , she can see the landing strip .	Working on farm is really not what people think it is . As Andrea in the crop duster passed over Susan , she could see the landing strip . I bet nobody expects to be flying planes as part of farming .	as andrea , whom you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing strip .	As Susan was passed over by Andrea in the crop duster  , she could see the landing strip .	as cornelia in the crop duster passed over aria , she could see the landing strip .	As Jack in the crop duster passed over Bill , he could see the landing strip .	As Andrea and Emma in the crop duster passed over Susan and Jane , they could see the landing strip .	As Andrea in the crop duster pessad over Susan , she could see the landing strip .	As Andrea in the crop duster briskly passed over Susan , she could clearly see the landing strip .	111	strip	jack	bill	andrea and emma	susan and jane	As Andrea in the crop duster passed over Susan , infancy she sundial could see the landing strip .	she	he	they	10	11	22	14	10	12	10	23	11	10	11	andrea	susan	cornelia	aria	A	0	1
As Andrea in the crop duster passed over Susan , she could see the landing gear .	As Andrea in the crop duster is passing over Susan , she can see the landing gear .	Susan waved at Andrea to get her to land . As Andrea in the crop duster passed over Susan , she could see the landing gear . She realised she was too close and darted off .	as andrea , whom you know from bill's first lecture at the flying school , in the crop duster passed over susan , she could see the landing gear .	As Susan was passed over by Andrea in the crop duster  , she could see the landing gear .	as cornelia in the crop duster passed over aria , she could see the landing gear .	As Jack in the crop duster passed over Bill , he could see the landing gear .	As Andrea and Emma in the crop duster passed over Susan and Jane , they could see the landing gear .	As Andrea in the crop duster passed over Susan , she cluod see the landing gaer .	As Andrea in the crop duster briskly passed over Susan , she could clearly see the landing gear .	111	gear	jack	bill	andrea and emma	susan and jane	As Andrea in the crop duster ligula passed over Susan , she could see the bead landing gear .	she	he	they	10	11	20	14	10	12	10	4	11	10	11	andrea	susan	cornelia	aria	B	0	1
Tom gave Ralph a lift to school so  he wouldn't have to drive alone .	Tom is giving Ralph a lift to school so he won't have to drive alone .	Living out in the suburbs can be really boring . Tom gave Ralph a lift to school so  he wouldn't have to drive alone . After all, it was a two hour drive either way .	tom , whom you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to drive alone .	Ralph was given a lift to school by Tom so he wouldn't have to drive alone .	hewlit gave hardy a lift to school so  he wouldn't have to drive alone .	Nina gave Jill a lift to school so  she wouldn't have to drive alone .	Tom and Bill gave Ralph and Josh a lift to school so  they wouldn't have to drive alone .	Tom gave Ralph a lift to sochol so he wouldn't have to divre alone .	Tom always gave Ralph a lift to school so he wouldn't have to drive alone .	112	drive alone	nina	jill	tom and bill	ralph and josh	Tom gave Ralph a lift to school so he wouldn't have to globe drive alone wheel .	he	she	they	8	9	18	12	8	10	8	3	9	8	8	tom	ralph	Hewlit	hardy	A	0	1
Tom gave Ralph a lift to school so   he wouldn't have to walk .	Tom is giving Ralph a lift to school so he won't have to walk .	It was a really hot summer's day . Tom gave Ralph a lift to school so   he wouldn't have to walk . He felt pretty bad for him , what with the July heat .	tom , whom you know from the dinner party at gary's , gave ralph a lift to school so he wouldn't have to walk .	Ralph was given a lift to school by Tom so he wouldn't have to walk .	hewlit gave hardy a lift to school so   he wouldn't have to walk .	Nina gave Jill a lift to school so  she wouldn't have to walk .	Tom and Bill gave Ralph and Josh a lift to school so  they wouldn't have to walk  .	Tom gvae Ralph a lift to school so he wouldn't have to walk .	Tom always gave Ralph a lift to school so he wouldn't have to walk .	112	walk	nina	jill	tom and bill	ralph and josh	Tom gave Ralph a lift to school so he wouldn't grandmom have jute to walk .	he	she	they	8	9	16	12	8	10	8	19	9	8	8	tom	ralph	Hewlit	hardy	B	0	1
Bill passed the half-empty plate to John because  he was full .	Bill is passing the half-empty plate to John because he is full .	The Brazilian barbecue was a lot meatier and heavier than everyone expected . Bill passed the half-empty plate to John because  he was full . John hadn't even got that far yet , though .	bill , whom you know from the brunch at eric's , passed the half-empty plate to john because he was full .	The half-empty plate was passed by Bill to John because he was full .	gaston passed the half-empty plate to hershel because  he was full .	Joan passed the half-empty plate to Mary because  she was full .	Bill and Jake passed the half-empty plate to John and Luke because they were full .	Bill passed the half-empty ptale to John because he was flul .	Bill carefully  passed the half-empty plate to John because  he was full .	113	full	joan	mary	bill and jake	john and luke	Bill overcoat passed the spokeswoman half-empty plate to John because he was full .	he	she	they	8	9	21	12	8	10	8	18	9	8	10	bill	john	Gaston	hershel	A	0	1
Bill passed the half-empty plate to John because  he was hungry .	Bill is passing the half-empty plate to John because he is hungry .	John had been spending obscene amounts of time at the gym . Bill passed the half-empty plate to John because  he was hungry . It was a generous portion and John needed it more than Bill did .	bill , whom we know from the brunch at eric's , passed the half-empty plate to john because he was hungry .	The half-empty plate was passed by Bill to John because he was hungry .	gaston passed the half-empty plate to hershel because  he was hungry .	Joan passed the half-empty plate to Mary because  she was hungry .	Bill and Jake passed the half-empty plate to John and Luke because they were hungry .	Blil pseasd the half-empty patle to John beusace he was hungry .	Bill carefully  passed the half-empty plate to John because  he was hungry .	113	hungry	joan	mary	bill and jake	john and luke	Bill passed the half-empty plate to John popsicle because he was specialist hungry .	he	she	they	8	9	20	12	8	10	8	18	9	8	9	bill	john	Gaston	hershel	B	0	1
Bill passed the gameboy to John because  his turn was over .	Bill is passing the gameboy to John because his turn is over .	Getting siblings to share things is the most tedious thing parents have to do . Bill passed the gameboy to John because  his turn was over . Everyone was stunned .  	bill , whom you know from the brunch at eric's , passed the gameboy to john because his turn was over .	The gameboy was passed by Bill to John because his turn was over .	gaston passed the gameboy to hershel because  his turn was over .	Anne passed the gameboy to Mary because  her turn was over .	Bill and Steve passed the gameboy to John and Andrew because  their turn was over .	Bill passed the gameboy to John bacseue his turn was over .	Bill carefully  passed the gameboy to John because  his turn was over .	114	over	anne	mary	bill and steve	john and andrew	Bill passed the gameboy to John charity because his turn was over depot .	his	her	their	7	8	22	11	7	9	7	17	10	7	8	bill	john	Gaston	hershel	A	0	1
Bill passed the gameboy to John because  his turn was next .	Bill is passing the gameboy to John because his turn is next .	The children were taking turns playing Pokemon Sapphire . Bill passed the gameboy to John because  his turn was next . John was rubbish , though , and everyone was quite annoyed at him .	bill , whom you know from the brunch at eric's , passed the gameboy to john because his turn was next .	The gameboy was passed by Bill to John because his turn was next .	gaston passed the gameboy to hershel because  his turn was next .	Anne passed the gameboy to Mary because  her turn was next .	Bill and Steve passed the gameboy to John and Andrew because  their turn was next .	Blil pssead the gameboy to Jhon bcseaue his turn was next .	Bill carefully  passed the gameboy to John because  his turn was next .	114	next	anne	mary	bill and steve	john and andrew	Bill passed the gameboy to John because slipper his turn nursery was next .	his	her	their	7	8	16	11	7	9	7	17	10	7	8	bill	john	Gaston	hershel	B	0	1
The man lifted the boy onto his shoulders .	The man is lifting the boy onto his shoulders .	The rock concert was full of tall people and grown-ups . The man lifted the boy onto his shoulders . He was happy because he could see the band now .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his shoulders .	The boy was lifted by the man onto his shoulders .	the father lifted the son onto his shoulders .	The woman lifted the girl onto her shoulders .	The men lifted the boys onto their shoulders .	The man leiftd the boy onto his shoulders .	The man joyfully lifted the boy onto his shoulders .	115	shoulders	the woman	the girl	the men	the boys	The conception man lifted the boy onto his shoulders .	his	her	their	6	7	17	6	6	8	6	23	7	6	7	the man	the boy	the father	the son	A	0	1
The man lifted the boy onto his bunk bed .	The man is lifting the boy onto his bunk bed .	It was 11 at night and all the boy scouts were tired out with the day's hike . The man lifted the boy onto his bunk bed . He was too tired to climb it himself .	the man , that is mentioned in the synopsis of the movie as a friend of the priest , lifted the boy onto his bunk bed .	The boy was lifted by the man onto his bunk bed .	the father lifted the son onto his bunk bed .	The woman lifted the girl onto her bunk bed .	The men lifted the boys onto their bunk beds .	The man lifted the boy onto his bunk bed .	The man joyfully lifted the boy onto his bunk bed .	115	bunk bed	the woman	the girl	the men	the boys	The man lifted the boy onto his virtue bunk bed .	his	her	their	6	7	24	6	6	8	6	23	7	6	6	the man	the boy	the father	the son	B	1	1
Stretching her back ,  the woman smiled at the girl .	Stretching her back , the woman is smiling at the girl .	The young girl was clearly very nervous at the doctor's reception . Stretching her back ,  the woman smiled at the girl . She assured her that there was nothing to be worried about .	stretching her back , the woman , which he had seen carrying the boy , smiled at the girl .	The girl was smiled at by the woman ,  stretching her back .	stretching her back ,  the mother smiled at the daughter .	Stretching his back ,  the man smiled at the boy .	Stretching their backs ,  the women smiled at the girls .	Stretching her back , the wmoan smiled at the girl .	Relaxedly stretching her back ,  the woman yawningly smiled at the girl .	116	Stretching	the man	the boy	the women	the girls	Stretching her back , the woman tube smiled at marimba the girl .	her	his	their	1	2	13	1	1	10	1	1	1	1	1	the woman	the girl	the mother	the daughter	A	0	1
Patting her back ,  the woman smiled at the girl .	Patting her back , the woman is smiling at the girl .	The girl was dejected because she couldn't sell as much lemonade as her friends . Patting her back ,  the woman smiled at the girl . She assured her that the free market was no judge of character or value .	patting her back , the woman , which he had seen carrying the boy , smiled at the girl .	The girl was smiled at by the woman ,  patting her back .	patting her back ,  the mother smiled at the daughter .	Patting his back ,  the man smiled at the boy .	Patting their backs ,  the women smiled at the girls .	Patting her bcak , the woman smiled at the girl .	Relaxedly Patting her back ,  the woman yawningly smiled at the girl .	116	Patting	the man	the boy	the women	the girls	Patting softball her back , the woman smiled at requirement the girl .	her	his	their	1	2	16	1	1	10	1	1	1	1	2	the woman	the girl	the mother	the daughter	B	0	1
